sample_id,lab_id,sample_type,project_area,anomaly_id,easting,northing,rl,from_m,to_m,interval_m,au_ppm,as_ppm,sb_ppm,bi_ppm,cu_ppm,zn_ppm,pb_ppm,ag_ppm,below_detection
,1376.0,rc,Shamkya,An1,,,,,,,0.01,1.7,0.05,0.42,48.2,90.0,12.2,0.06,False
RC.BH29.022,1377.0,rc,Shamkya,An1,498751.557,2144448.633,311.995,21.0,22.0,1.0,0.005,1.8,0.05,0.85,46.8,98.0,16.1,0.05,True
RC.BH29.023,1378.0,rc,Shamkya,An1,498751.557,2144448.633,310.995,22.0,23.0,1.0,0.005,1.0,0.05,0.33,50.2,104.0,13.1,0.05,True
RC.BH29.024,1379.0,rc,Shamkya,An1,498751.557,2144448.633,309.995,23.0,24.0,1.0,0.005,1.3,0.05,0.25,76.8,83.0,5.3,0.04,True
RC.BH29.025,1380.0,rc,Shamkya,An1,498751.557,2144448.633,308.995,24.0,25.0,1.0,0.005,4.4,0.09,0.35,41.4,76.0,9.5,0.06,True
RC.BH29.026,1381.0,rc,Shamkya,An1,498751.557,2144448.633,307.995,25.0,26.0,1.0,0.005,7.0,0.13,0.24,28.7,59.0,8.7,0.09,True
RC.BH29.027,1382.0,rc,Shamkya,An1,498751.557,2144448.633,306.995,26.0,27.0,1.0,0.01,18.1,0.29,1.58,103.5,66.0,7.3,0.16,False
RC.BH29.028,1383.0,rc,Shamkya,An1,498751.557,2144448.633,305.995,27.0,28.0,1.0,0.18,2.7,0.06,0.61,40.5,78.0,6.3,0.11,False
RC.BH29.029,1384.0,rc,Shamkya,An1,498751.557,2144448.633,304.995,28.0,29.0,1.0,0.01,21.7,0.53,0.76,29.0,80.0,27.6,0.37,False
RC.BH29.030,1385.0,rc,Shamkya,An1,498751.557,2144448.633,303.995,29.0,30.0,1.0,0.01,16.6,0.41,0.39,49.5,150.0,18.5,0.2,False
RC.BH29.031,1386.0,rc,Shamkya,An1,498751.557,2144448.633,302.995,30.0,31.0,1.0,0.005,3.2,0.15,0.03,69.2,55.0,1.2,0.02,True
RC.BH29.032,1387.0,rc,Shamkya,An1,498751.557,2144448.633,301.995,31.0,32.0,1.0,0.005,1.4,0.1,0.05,68.7,65.0,1.5,0.02,True
RC.BH29.033,1388.0,rc,Shamkya,An1,498751.557,2144448.633,300.995,32.0,33.0,1.0,0.005,1.4,0.1,1.72,74.7,74.0,2.9,0.03,True
RC.BH29.034,1389.0,rc,Shamkya,An1,498751.557,2144448.633,299.995,33.0,34.0,1.0,0.005,2.1,0.12,3.17,57.0,64.0,6.9,0.09,True
RC.BH29.035,1390.0,rc,Shamkya,An1,498751.557,2144448.633,298.995,34.0,35.0,1.0,0.005,2.8,0.1,0.21,100.0,89.0,2.5,0.06,True
RC.BH29.036,1391.0,rc,Shamkya,An1,498751.557,2144448.633,297.995,35.0,36.0,1.0,0.005,4.1,0.15,0.81,70.5,46.0,1.7,0.03,True
RC.BH29.037,1392.0,rc,Shamkya,An1,498751.557,2144448.633,296.995,36.0,37.0,1.0,0.005,2.7,0.11,0.04,88.4,29.0,0.5,0.03,True
RC.BH29.038,1393.0,rc,Shamkya,An1,498751.557,2144448.633,295.995,37.0,38.0,1.0,0.005,3.0,0.1,0.03,72.4,32.0,0.4,0.03,True
RC.BH29.039,1394.0,rc,Shamkya,An1,498751.557,2144448.633,294.995,38.0,39.0,1.0,0.005,1.7,0.09,0.1,96.0,89.0,0.6,0.05,True
RC.BH29.040,1395.0,rc,Shamkya,An1,498751.557,2144448.633,293.995,39.0,40.0,1.0,0.005,5.2,0.15,6.56,49.6,101.0,4.1,0.07,True
RC.BH29.041,1396.0,rc,Shamkya,An1,498751.557,2144448.633,292.995,40.0,41.0,1.0,0.005,2.6,0.09,2.94,11.1,120.0,10.7,0.05,True
RC.BH29.042,1397.0,rc,Shamkya,An1,498751.557,2144448.633,291.995,41.0,42.0,1.0,0.005,15.2,0.1,0.56,5.8,167.0,10.7,0.03,True
RC.BH29.043,1398.0,rc,Shamkya,An1,498751.557,2144448.633,290.995,42.0,43.0,1.0,0.01,12.9,0.14,0.52,18.5,83.0,10.9,0.04,False
RC.BH29.044,1399.0,rc,Shamkya,An1,498751.557,2144448.633,289.995,43.0,44.0,1.0,0.005,47.9,0.4,1.33,30.5,41.0,6.4,0.02,True
RC.BH29.045,1400.0,rc,Shamkya,An1,498751.557,2144448.633,288.995,44.0,45.0,1.0,0.005,47.8,0.25,1.65,12.4,22.0,0.8,0.01,True
,1401.0,rc,Shamkya,An1,,,,,,,0.005,7.9,0.14,0.88,7.2,11.0,0.8,0.02,True
RC.BH29.046,1402.0,rc,Shamkya,An1,498751.557,2144448.633,287.995,45.0,46.0,1.0,0.005,34.1,0.21,1.34,8.4,16.0,0.5,0.01,True
RC.BH29.047,1403.0,rc,Shamkya,An1,498751.557,2144448.633,286.995,46.0,47.0,1.0,0.005,9.7,0.13,0.59,3.3,11.0,0.6,0.01,True
RC.BH29.048,1404.0,rc,Shamkya,An1,498751.557,2144448.633,285.995,47.0,48.0,1.0,0.005,7.9,0.14,0.88,7.2,11.0,0.8,0.02,True
RC.BH29.049,1405.0,rc,Shamkya,An1,498751.557,2144448.633,284.995,48.0,49.0,1.0,0.005,0.9,0.05,0.82,14.3,3.0,0.7,0.02,True
RC.BH29.050,1406.0,rc,Shamkya,An1,498751.557,2144448.633,283.995,49.0,50.0,1.0,0.005,4.9,0.11,0.37,3.1,14.0,0.7,0.01,True
RC.BH30.002,1407.0,rc,Shamkya,An1,498529.0,2143725.0,331.0,2.0,3.0,1.0,0.005,2.0,0.24,0.09,5.8,84.0,7.7,0.14,True
RC.BH30.003,1408.0,rc,Shamkya,An1,498529.0,2143725.0,330.0,3.0,4.0,1.0,0.01,1.5,0.14,0.1,9.7,58.0,4.8,0.08,False
RC.BH30.004,1409.0,rc,Shamkya,An1,498529.0,2143725.0,329.0,4.0,5.0,1.0,0.02,0.9,0.06,0.12,4.7,46.0,2.7,0.02,False
RC.BH30.005,1410.0,rc,Shamkya,An1,498529.0,2143725.0,328.0,5.0,6.0,1.0,0.01,1.1,0.06,0.13,5.1,77.0,2.1,0.02,False
RC.BH30.006,1411.0,rc,Shamkya,An1,498529.0,2143725.0,327.0,6.0,7.0,1.0,0.005,1.4,0.07,0.11,6.6,92.0,2.6,0.04,True
RC.BH30.007,1412.0,rc,Shamkya,An1,498529.0,2143725.0,326.0,7.0,8.0,1.0,0.005,1.0,0.05,0.17,8.3,78.0,2.3,0.03,True
RC.BH30.008,1413.0,rc,Shamkya,An1,498529.0,2143725.0,325.0,8.0,9.0,1.0,0.005,0.9,0.07,0.24,4.5,52.0,2.5,0.03,True
RC.BH30.009,1414.0,rc,Shamkya,An1,498529.0,2143725.0,324.0,9.0,10.0,1.0,0.005,1.3,0.08,0.22,4.9,53.0,3.3,0.04,True
RC.BH30.010,1415.0,rc,Shamkya,An1,498529.0,2143725.0,323.0,10.0,11.0,1.0,0.005,1.2,0.08,0.11,6.2,107.0,8.9,0.04,True
RC.BH30.011,1416.0,rc,Shamkya,An1,498529.0,2143725.0,322.0,11.0,12.0,1.0,0.005,1.1,0.08,0.06,4.8,118.0,3.8,0.02,True
RC.BH30.012,1417.0,rc,Shamkya,An1,498529.0,2143725.0,321.0,12.0,13.0,1.0,0.005,0.9,0.08,0.1,4.9,92.0,3.6,0.02,True
RC.BH30.013,1418.0,rc,Shamkya,An1,498529.0,2143725.0,320.0,13.0,14.0,1.0,0.005,1.6,0.08,0.1,5.7,107.0,4.5,0.03,True
RC.BH30.014,1419.0,rc,Shamkya,An1,498529.0,2143725.0,319.0,14.0,15.0,1.0,0.005,0.9,0.07,0.11,3.0,87.0,3.7,0.02,True
RC.BH30.015,1420.0,rc,Shamkya,An1,498529.0,2143725.0,318.0,15.0,16.0,1.0,0.005,0.5,0.06,0.11,3.0,100.0,2.4,0.02,True
RC.BH30.016,1421.0,rc,Shamkya,An1,498529.0,2143725.0,317.0,16.0,17.0,1.0,0.005,1.2,0.06,0.07,4.2,74.0,3.2,0.03,True
RC.BH30.017,1422.0,rc,Shamkya,An1,498529.0,2143725.0,316.0,17.0,18.0,1.0,0.01,1.7,0.07,0.05,3.5,83.0,3.1,0.05,False
RC.BH30.018,1423.0,rc,Shamkya,An1,498529.0,2143725.0,315.0,18.0,19.0,1.0,0.02,9.3,0.16,0.63,4.1,105.0,4.7,0.1,False
,1424.0,rc,Shamkya,An1,,,,,,,0.005,0.2,0.025,0.02,2.2,4.0,11.7,0.01,True
RC.BH30.019,1425.0,rc,Shamkya,An1,498529.0,2143725.0,314.0,19.0,20.0,1.0,0.01,1.2,0.08,0.45,4.1,87.0,3.2,0.05,False
,1426.0,rc,Shamkya,An1,,,,,,,0.03,9.8,0.15,0.68,3.9,103.0,4.5,0.1,False
RC.BH30.020,1427.0,rc,Shamkya,An1,498529.0,2143725.0,313.0,20.0,21.0,1.0,0.005,0.8,0.07,0.15,6.6,94.0,3.4,0.03,True
RC.BH30.021,1428.0,rc,Shamkya,An1,498529.0,2143725.0,312.0,21.0,22.0,1.0,0.005,0.6,0.13,0.34,4.3,90.0,5.5,0.08,True
RC.BH30.022,1429.0,rc,Shamkya,An1,498529.0,2143725.0,311.0,22.0,23.0,1.0,0.005,1.0,0.18,0.18,2.6,126.0,6.3,0.09,True
RC.BH30.023,1430.0,rc,Shamkya,An1,498529.0,2143725.0,310.0,23.0,24.0,1.0,0.005,1.3,0.14,0.38,3.4,85.0,5.2,0.1,True
RC.BH30.024,1431.0,rc,Shamkya,An1,498529.0,2143725.0,309.0,24.0,25.0,1.0,0.005,1.3,0.16,0.17,3.1,57.0,5.6,0.06,True
RC.BH30.025,1432.0,rc,Shamkya,An1,498529.0,2143725.0,308.0,25.0,26.0,1.0,0.01,0.9,0.09,0.12,5.9,115.0,2.6,0.02,False
RC.BH30.026,1433.0,rc,Shamkya,An1,498529.0,2143725.0,307.0,26.0,27.0,1.0,0.005,4.3,0.11,0.29,20.8,113.0,5.9,0.06,True
RC.BH30.027,1434.0,rc,Shamkya,An1,498529.0,2143725.0,306.0,27.0,28.0,1.0,0.01,3.0,0.09,0.26,15.0,268.0,7.2,0.05,False
RC.BH30.028,1435.0,rc,Shamkya,An1,498529.0,2143725.0,305.0,28.0,29.0,1.0,0.005,1.9,0.09,0.24,12.7,201.0,10.7,0.05,True
RC.BH30.029,1436.0,rc,Shamkya,An1,498529.0,2143725.0,304.0,29.0,30.0,1.0,0.01,2.4,0.13,0.12,6.4,110.0,35.6,0.08,False
RC.BH30.030,1437.0,rc,Shamkya,An1,498529.0,2143725.0,303.0,30.0,31.0,1.0,0.005,2.3,0.14,0.07,5.4,98.0,6.1,0.04,True
RC.BH30.031,1438.0,rc,Shamkya,An1,498529.0,2143725.0,302.0,31.0,32.0,1.0,0.005,2.4,0.12,0.06,15.2,96.0,3.6,0.03,True
RC.BH30.032,1439.0,rc,Shamkya,An1,498529.0,2143725.0,301.0,32.0,33.0,1.0,0.005,2.0,0.15,0.13,31.5,129.0,3.6,0.02,True
RC.BH30.033,1440.0,rc,Shamkya,An1,498529.0,2143725.0,300.0,33.0,34.0,1.0,0.005,1.2,0.08,0.06,9.7,107.0,2.7,0.02,True
RC.BH30.034,1441.0,rc,Shamkya,An1,498529.0,2143725.0,299.0,34.0,35.0,1.0,0.005,0.4,0.05,0.04,6.9,94.0,2.6,0.01,True
RC.BH30.035,1442.0,rc,Shamkya,An1,498529.0,2143725.0,298.0,35.0,36.0,1.0,0.005,1.4,0.07,0.07,4.6,101.0,2.6,0.02,True
RC.BH30.036,1443.0,rc,Shamkya,An1,498529.0,2143725.0,297.0,36.0,37.0,1.0,0.005,1.6,0.06,0.16,6.7,92.0,3.5,0.02,True
RC.BH30.037,1444.0,rc,Shamkya,An1,498529.0,2143725.0,296.0,37.0,38.0,1.0,0.005,2.5,0.14,0.15,5.2,80.0,3.6,0.04,True
RC.BH30.038,1445.0,rc,Shamkya,An1,498529.0,2143725.0,295.0,38.0,39.0,1.0,0.005,2.1,0.1,0.03,5.0,77.0,2.4,0.03,True
RC.BH31.025,1446.0,rc,Shamkya,An1,498478.0,2143763.0,309.0,24.0,25.0,1.0,0.005,0.6,0.07,0.09,5.2,105.0,4.2,0.02,True
RC.BH31.026,1447.0,rc,Shamkya,An1,498478.0,2143763.0,308.0,25.0,26.0,1.0,0.005,0.7,0.05,0.1,2.8,116.0,3.7,0.02,True
RC.BH31.027,1448.0,rc,Shamkya,An1,498478.0,2143763.0,307.0,26.0,27.0,1.0,0.005,0.6,0.05,0.11,5.2,91.0,2.6,0.02,True
RC.BH31.028,1449.0,rc,Shamkya,An1,498478.0,2143763.0,306.0,27.0,28.0,1.0,0.005,0.5,0.05,0.08,5.0,111.0,3.3,0.02,True
RC.BH31.029,1450.0,rc,Shamkya,An1,498478.0,2143763.0,305.0,28.0,29.0,1.0,0.005,0.4,0.05,0.08,3.2,96.0,3.8,0.02,True
,1451.0,rc,Shamkya,An1,,,,,,,0.21,149.0,0.24,42.8,177.0,55.0,6.6,0.57,False
RC.BH31.030,1452.0,rc,Shamkya,An1,498478.0,2143763.0,304.0,29.0,30.0,1.0,0.005,0.9,0.08,0.16,4.2,183.0,4.7,0.03,True
RC.BH31.031,1453.0,rc,Shamkya,An1,498478.0,2143763.0,303.0,30.0,31.0,1.0,0.005,0.8,0.07,0.05,4.3,123.0,5.1,0.02,True
RC.BH31.032,1454.0,rc,Shamkya,An1,498478.0,2143763.0,302.0,31.0,32.0,1.0,0.005,0.5,0.06,0.04,4.2,117.0,5.7,0.03,True
RC.BH31.033,1455.0,rc,Shamkya,An1,498478.0,2143763.0,301.0,32.0,33.0,1.0,0.005,0.5,0.06,0.05,3.0,144.0,5.6,0.03,True
RC.BH31.034,1456.0,rc,Shamkya,An1,498478.0,2143763.0,300.0,33.0,34.0,1.0,0.005,0.7,0.06,0.04,175.0,97.0,4.6,0.02,True
RC.BH31.035,1457.0,rc,Shamkya,An1,498478.0,2143763.0,299.0,34.0,35.0,1.0,0.24,149.5,0.22,41.2,187.5,58.0,6.5,0.62,False
,1458.0,rc,Shamkya,An1,,,,,,,0.005,0.5,0.025,0.1,2.0,4.0,11.4,0.01,True
RC.BH31.036,1459.0,rc,Shamkya,An1,498478.0,2143763.0,298.0,35.0,36.0,1.0,0.01,26.9,0.14,0.84,303.0,100.0,4.4,0.08,False
RC.BH31.037,1460.0,rc,Shamkya,An1,498478.0,2143763.0,297.0,36.0,37.0,1.0,0.005,0.9,0.1,0.2,59.1,107.0,4.9,0.03,True
RC.BH31.038,1461.0,rc,Shamkya,An1,498478.0,2143763.0,296.0,37.0,38.0,1.0,0.01,0.9,0.1,0.17,3.3,58.0,3.9,0.03,False
RC.BH31.039,1462.0,rc,Shamkya,An1,498478.0,2143763.0,295.0,38.0,39.0,1.0,0.005,0.6,0.06,0.1,4.3,72.0,3.3,0.03,True
RC.BH31.040,1463.0,rc,Shamkya,An1,498478.0,2143763.0,294.0,39.0,40.0,1.0,0.005,0.9,0.07,0.06,3.8,40.0,9.7,0.04,True
RC.BH31.041,1464.0,rc,Shamkya,An1,498478.0,2143763.0,293.0,40.0,41.0,1.0,0.005,0.9,0.08,0.09,4.3,85.0,5.0,0.03,True
RC.BH31.042,1465.0,rc,Shamkya,An1,498478.0,2143763.0,292.0,41.0,42.0,1.0,0.005,0.9,0.1,0.12,7.5,119.0,6.0,0.04,True
RC.BH31.043,1466.0,rc,Shamkya,An1,498478.0,2143763.0,291.0,42.0,43.0,1.0,0.005,1.0,0.07,0.08,5.8,96.0,5.1,0.02,True
RC.BH31.044,1467.0,rc,Shamkya,An1,498478.0,2143763.0,290.0,43.0,44.0,1.0,0.005,1.0,0.12,0.11,7.6,92.0,9.6,0.03,True
RC.BH31.045,1468.0,rc,Shamkya,An1,498478.0,2143763.0,289.0,44.0,45.0,1.0,0.005,3.0,0.13,0.11,7.2,113.0,5.4,0.03,True
RC.BH31.046,1469.0,rc,Shamkya,An1,498478.0,2143763.0,288.0,45.0,46.0,1.0,0.005,2.8,0.09,0.09,4.1,118.0,12.8,0.04,True
RC.BH31.047,1470.0,rc,Shamkya,An1,498478.0,2143763.0,287.0,46.0,47.0,1.0,0.005,1.5,0.07,0.04,3.3,78.0,5.5,0.02,True
RC.BH31.048,1471.0,rc,Shamkya,An1,498478.0,2143763.0,286.0,47.0,48.0,1.0,0.005,2.2,0.12,0.05,3.7,91.0,3.8,0.02,True
RC.BH31.049,1472.0,rc,Shamkya,An1,498478.0,2143763.0,285.0,48.0,49.0,1.0,0.005,4.8,0.18,0.05,3.7,79.0,3.3,0.03,True
RC.BH31.050,1473.0,rc,Shamkya,An1,498478.0,2143763.0,284.0,49.0,50.0,1.0,0.01,4.7,0.22,0.06,2.8,84.0,3.1,0.04,False
RC.BH31.051,1474.0,rc,Shamkya,An1,498478.0,2143763.0,283.0,50.0,51.0,1.0,0.005,2.5,0.16,0.06,4.5,71.0,2.5,0.03,True
RC.BH31.052,1475.0,rc,Shamkya,An1,498478.0,2143763.0,282.0,51.0,52.0,1.0,0.005,0.9,0.08,0.04,3.3,84.0,2.2,0.02,True
,1476.0,rc,Shamkya,An1,,,,,,,0.005,2.0,0.12,0.05,3.7,92.0,3.7,0.02,True
RC.BH31.053,1477.0,rc,Shamkya,An1,498478.0,2143763.0,281.0,52.0,53.0,1.0,0.005,0.5,0.05,0.03,1.9,107.0,2.0,0.02,True
RC.BH31.054,1478.0,rc,Shamkya,An1,498478.0,2143763.0,280.0,53.0,54.0,1.0,0.005,0.5,0.05,0.02,4.2,102.0,2.6,0.01,True
RC.BH31.055,1479.0,rc,Shamkya,An1,498478.0,2143763.0,279.0,54.0,55.0,1.0,0.005,0.5,0.07,0.03,5.2,90.0,3.6,0.01,True
RC.BH31.056,1480.0,rc,Shamkya,An1,498478.0,2143763.0,278.0,55.0,56.0,1.0,0.05,5.5,0.12,0.32,7.8,579.0,256.0,0.27,False
RC.BH31.057,1481.0,rc,Shamkya,An1,498478.0,2143763.0,277.0,56.0,57.0,1.0,0.005,0.5,0.07,0.06,1.9,106.0,4.7,0.03,True
RC.BH31.058,1482.0,rc,Shamkya,An1,498478.0,2143763.0,276.0,57.0,58.0,1.0,0.005,0.6,0.07,0.04,3.7,99.0,3.7,0.04,True
RC.BH31.059,1483.0,rc,Shamkya,An1,498478.0,2143763.0,275.0,58.0,59.0,1.0,0.005,0.3,0.07,0.04,4.9,110.0,2.7,0.02,True
RC.BH32.017,1484.0,rc,Shamkya,An1,498463.0,2143813.0,314.0,17.0,18.0,1.0,0.005,0.8,0.07,0.03,3.4,129.0,3.3,0.02,True
RC.BH32.018,1485.0,rc,Shamkya,An1,498463.0,2143813.0,313.0,18.0,19.0,1.0,0.005,0.8,0.07,0.06,4.3,107.0,2.8,0.02,True
RC.BH32.019,1486.0,rc,Shamkya,An1,498463.0,2143813.0,312.0,19.0,20.0,1.0,0.005,0.5,0.07,0.11,3.5,102.0,2.0,0.02,True
RC.BH32.020,1487.0,rc,Shamkya,An1,498463.0,2143813.0,311.0,20.0,21.0,1.0,0.005,0.7,0.05,0.1,4.7,100.0,2.2,0.02,True
RC.BH32.021,1488.0,rc,Shamkya,An1,498463.0,2143813.0,310.0,21.0,22.0,1.0,0.005,1.0,0.06,0.22,8.4,120.0,2.9,0.02,True
RC.BH32.022,1489.0,rc,Shamkya,An1,498463.0,2143813.0,309.0,22.0,23.0,1.0,0.005,1.8,0.08,0.08,3.2,101.0,2.6,0.02,True
RC.BH32.023,1490.0,rc,Shamkya,An1,498463.0,2143813.0,308.0,23.0,24.0,1.0,0.02,1.1,0.07,0.12,5.0,97.0,2.9,0.02,False
RC.BH32.024,1491.0,rc,Shamkya,An1,498463.0,2143813.0,307.0,24.0,25.0,1.0,0.005,0.3,0.06,0.07,3.5,100.0,3.5,0.01,True
RC.BH32.025,1492.0,rc,Shamkya,An1,498463.0,2143813.0,306.0,25.0,26.0,1.0,0.005,0.5,0.025,0.03,4.2,100.0,3.5,0.02,True
RC.BH32.026,1493.0,rc,Shamkya,An1,498463.0,2143813.0,305.0,26.0,27.0,1.0,0.01,0.6,0.08,0.03,4.4,105.0,3.9,0.02,False
RC.BH32.027,1494.0,rc,Shamkya,An1,498463.0,2143813.0,304.0,27.0,28.0,1.0,0.005,0.8,0.07,0.09,5.6,106.0,5.2,0.03,True
RC.BH32.028,1495.0,rc,Shamkya,An1,498463.0,2143813.0,303.0,28.0,29.0,1.0,0.01,31.7,0.13,0.65,20.7,63.0,3.5,0.06,False
RC.BH32.029,1496.0,rc,Shamkya,An1,498463.0,2143813.0,302.0,29.0,30.0,1.0,0.01,18.8,0.14,1.02,11.3,74.0,2.8,0.06,False
,1497.0,rc,Shamkya,An1,,,,,,,0.005,0.2,0.025,0.02,4.3,4.0,15.8,0.01,True
RC.BH32.030,1498.0,rc,Shamkya,An1,498463.0,2143813.0,301.0,30.0,31.0,1.0,0.01,1.6,0.1,0.16,12.0,47.0,3.4,0.03,False
RC.BH32.031,1499.0,rc,Shamkya,An1,498463.0,2143813.0,300.0,31.0,32.0,1.0,0.02,1.6,0.12,0.33,5.4,31.0,2.6,0.03,False
RC.BH32.032,1500.0,rc,Shamkya,An1,498463.0,2143813.0,299.0,32.0,33.0,1.0,0.02,1.1,0.13,0.26,5.5,61.0,4.8,0.03,False
,1501.0,rc,Shamkya,An1,,,,,,,0.005,15.8,0.16,1.0,11.3,71.0,3.1,0.06,True
RC.BH32.033,1502.0,rc,Shamkya,An1,498463.0,2143813.0,298.0,33.0,34.0,1.0,0.005,0.7,0.12,0.11,6.6,77.0,5.8,0.03,True
RC.BH32.034,1503.0,rc,Shamkya,An1,498463.0,2143813.0,297.0,34.0,35.0,1.0,0.005,0.6,0.08,0.07,5.6,82.0,5.9,0.02,True
RC.BH32.035,1504.0,rc,Shamkya,An1,498463.0,2143813.0,296.0,35.0,36.0,1.0,0.005,1.1,0.12,0.12,6.5,116.0,6.5,0.02,True
RC.BH32.036,1505.0,rc,Shamkya,An1,498463.0,2143813.0,295.0,36.0,37.0,1.0,0.005,0.8,0.11,0.13,7.1,84.0,6.0,0.03,True
RC.BH32.037,1506.0,rc,Shamkya,An1,498463.0,2143813.0,294.0,37.0,38.0,1.0,0.005,1.2,0.09,0.17,11.0,212.0,6.1,0.03,True
RC.BH32.038,1507.0,rc,Shamkya,An1,498463.0,2143813.0,293.0,38.0,39.0,1.0,0.005,2.3,0.09,0.13,15.7,282.0,4.5,0.04,True
RC.BH32.039,1508.0,rc,Shamkya,An1,498463.0,2143813.0,292.0,39.0,40.0,1.0,0.005,0.6,0.07,0.06,7.6,96.0,3.7,0.02,True
RC.BH32.040,1509.0,rc,Shamkya,An1,498463.0,2143813.0,291.0,40.0,41.0,1.0,0.005,0.8,0.07,0.06,5.8,100.0,3.8,0.03,True
RC.BH33.003,1511.0,rc,Shamkya,An1,498873.265,2144331.787,333.948,2.0,3.0,1.0,0.8,12.6,0.6,3.53,327.0,120.0,120.0,1.11,False
RC.BH33.004,1512.0,rc,Shamkya,An1,498873.265,2144331.787,332.948,3.0,4.0,1.0,0.44,12.6,0.57,1.27,317.0,136.0,10.9,0.7,False
RC.BH33.005,1513.0,rc,Shamkya,An1,498873.265,2144331.787,331.948,4.0,5.0,1.0,0.22,47.1,0.54,0.78,87.8,77.0,7.4,0.31,False
RC.BH33.006,1514.0,rc,Shamkya,An1,498873.265,2144331.787,330.948,5.0,6.0,1.0,0.93,40.9,0.75,1.63,96.5,76.0,23.5,0.74,False
RC.BH33.007,1515.0,rc,Shamkya,An1,498873.265,2144331.787,329.948,6.0,7.0,1.0,0.1,5.7,0.26,0.3,106.5,137.0,17.6,0.29,False
RC.BH33.008,1516.0,rc,Shamkya,An1,498873.265,2144331.787,328.948,7.0,8.0,1.0,0.05,1.6,0.09,0.12,30.1,82.0,5.7,0.33,False
RC.BH33.009,1517.0,rc,Shamkya,An1,498873.265,2144331.787,327.948,8.0,9.0,1.0,0.07,1.8,0.23,0.19,44.9,70.0,8.4,0.23,False
RC.BH33.010,1518.0,rc,Shamkya,An1,498873.265,2144331.787,326.948,9.0,10.0,1.0,0.03,2.1,0.13,0.08,62.8,135.0,5.4,0.08,False
RC.BH33.011,1519.0,rc,Shamkya,An1,498873.265,2144331.787,325.948,10.0,11.0,1.0,0.06,2.0,0.1,0.07,67.3,144.0,6.6,0.11,False
RC.BH33.012,1520.0,rc,Shamkya,An1,498873.265,2144331.787,324.948,11.0,12.0,1.0,0.04,2.7,0.14,0.07,86.2,159.0,21.2,0.11,False
RC.BH33.013,1521.0,rc,Shamkya,An1,498873.265,2144331.787,323.948,12.0,13.0,1.0,0.03,1.8,0.11,0.19,46.4,105.0,9.7,0.1,False
RC.BH33.014,1522.0,rc,Shamkya,An1,498873.265,2144331.787,322.948,13.0,14.0,1.0,0.01,0.9,0.15,0.19,28.8,96.0,4.0,0.06,False
RC.BH33.015,1523.0,rc,Shamkya,An1,498873.265,2144331.787,321.948,14.0,15.0,1.0,0.02,1.3,0.16,0.12,66.2,105.0,5.6,0.1,False
RC.BH33.016,1524.0,rc,Shamkya,An1,498873.265,2144331.787,320.948,15.0,16.0,1.0,0.01,2.0,0.26,0.13,20.0,65.0,8.3,0.22,False
RC.BH33.017,1525.0,rc,Shamkya,An1,498873.265,2144331.787,319.948,16.0,17.0,1.0,0.005,2.7,0.24,0.04,8.2,92.0,6.0,0.07,True
,1526.0,rc,Shamkya,An1,,,,,,,0.95,36.3,0.66,1.6,85.9,78.0,20.8,0.77,False
RC.BH33.018,1527.0,rc,Shamkya,An1,498873.265,2144331.787,318.948,17.0,18.0,1.0,0.01,3.2,0.24,0.06,15.6,96.0,6.1,0.12,False
RC.BH33.019,1528.0,rc,Shamkya,An1,498873.265,2144331.787,317.948,18.0,19.0,1.0,0.01,2.1,0.16,0.06,6.2,92.0,4.7,0.07,False
RC.BH33.020,1529.0,rc,Shamkya,An1,498873.265,2144331.787,316.948,19.0,20.0,1.0,0.01,0.8,0.13,0.05,5.0,66.0,4.3,0.06,False
RC.BH33.021,1530.0,rc,Shamkya,An1,498873.265,2144331.787,315.948,20.0,21.0,1.0,0.01,3.4,0.19,0.04,4.9,82.0,4.3,0.07,False
RC.BH33.022,1531.0,rc,Shamkya,An1,498873.265,2144331.787,314.948,21.0,22.0,1.0,0.01,3.3,0.25,0.06,9.1,72.0,5.9,0.11,False
RC.BH33.023,1532.0,rc,Shamkya,An1,498873.265,2144331.787,313.948,22.0,23.0,1.0,0.01,2.9,0.17,0.07,4.4,75.0,5.1,0.06,False
RC.BH33.024,1533.0,rc,Shamkya,An1,498873.265,2144331.787,312.948,23.0,24.0,1.0,0.01,1.9,0.09,0.08,4.5,127.0,5.2,0.04,False
RC.BH33.025,1534.0,rc,Shamkya,An1,498873.265,2144331.787,311.948,24.0,25.0,1.0,0.01,0.6,0.06,0.04,2.7,69.0,5.0,0.02,False
RC.BH33.026,1535.0,rc,Shamkya,An1,498873.265,2144331.787,310.948,25.0,26.0,1.0,0.005,0.6,0.05,0.1,14.4,121.0,4.8,0.02,True
RC.BH33.027,1536.0,rc,Shamkya,An1,498873.265,2144331.787,309.948,26.0,27.0,1.0,0.005,0.7,0.07,0.11,3.3,123.0,3.6,0.01,True
RC.BH33.028,1537.0,rc,Shamkya,An1,498873.265,2144331.787,308.948,27.0,28.0,1.0,0.01,1.1,0.07,0.09,2.0,107.0,2.9,0.01,False
RC.BH33.029,1538.0,rc,Shamkya,An1,498873.265,2144331.787,307.948,28.0,29.0,1.0,0.01,0.6,0.07,0.05,1.4,101.0,4.3,0.03,False
RC.BH33.030,1539.0,rc,Shamkya,An1,498873.265,2144331.787,306.948,29.0,30.0,1.0,0.005,0.5,0.07,0.05,4.4,98.0,4.0,0.03,True
