sample_id,lab_id,sample_type,project_area,anomaly_id,easting,northing,au_ppm,as_ppm,sb_ppm,bi_ppm,cu_ppm,zn_ppm,pb_ppm,ag_ppm,below_detection
T3-TR6-007,AN6/590,trench,Shamkya,An6,,,5.0,0.01,1.2,0.72,1.96,3.0,4.4,0.38,True
T3-TR6-008,AN6/591,trench,Shamkya,An6,,,5.0,0.01,1.0,0.98,2.83,3.3,4.9,0.56,True
T3-TR6-009,AN6/592,trench,Shamkya,An6,,,5.0,0.03,1.7,1.26,3.92,4.7,4.2,0.44,True
T3-TR6-010,AN6/593,trench,Shamkya,An6,,,5.0,0.01,2.2,0.51,3.86,5.1,11.7,0.67,True
T3-TR6-011,AN6/594,trench,Shamkya,An6,,,5.0,0.01,4.2,0.27,3.04,7.1,34.9,1.18,True
T3-TR6-012,AN6/595,trench,Shamkya,An6,,,5.0,0.01,0.7,0.42,2.05,3.0,5.6,0.69,True
T3-TR6-013,AN6/596,trench,Shamkya,An6,,,5.0,0.01,1.2,0.48,2.89,4.0,6.7,0.59,True
T3-TR6-014,AN6/597,trench,Shamkya,An6,,,5.0,0.01,2.0,2.02,2.58,4.0,10.1,1.0,True
T3-TR7-005,AN6/598,trench,Shamkya,An6,,,5.0,0.02,3.1,0.16,3.65,5.7,24.5,0.86,True
T3-TR7-006,AN6/599,trench,Shamkya,An6,,,5.0,0.01,1.5,0.05,2.51,3.1,5.2,0.45,True
T3-TR7-007,AN6/600,trench,Shamkya,An6,,,5.0,0.01,2.6,0.03,3.41,1.8,3.7,0.17,True
T3-TR7-008,AN6/601,trench,Shamkya,An6,,,5.0,0.26,1.5,0.02,2.96,1.8,3.5,0.15,True
T3-TR7-009,AN6/602,trench,Shamkya,An6,,,5.0,0.01,1.6,0.07,2.12,3.2,5.4,0.33,True
T3-TR7-010,AN6/603,trench,Shamkya,An6,,,5.0,0.01,2.3,0.09,1.91,3.5,5.3,0.45,True
T3-TR7-011,AN6/604,trench,Shamkya,An6,,,5.0,0.01,3.1,0.05,2.78,4.3,4.8,0.39,True
T3-TR7-012,AN6/605,trench,Shamkya,An6,,,5.0,0.01,1.5,0.12,2.51,4.4,5.3,0.47,True
T3-TR7-013,AN6/606,trench,Shamkya,An6,,,5.0,0.08,2.4,0.07,2.74,5.0,4.1,0.36,True
Duplicate of(An6-T3-TR8-009),AN6/607,trench,Shamkya,An6,,,5.0,0.01,1.7,0.04,1.59,3.1,4.9,0.23,True
T3-TR7-014,AN6/608,trench,Shamkya,An6,,,5.0,0.01,2.0,0.04,1.83,4.3,2.5,0.32,True
An6-T3-TR8-008,AN6/609,trench,Shamkya,An6,,,5.0,0.01,1.8,0.1,1.62,3.6,5.1,0.36,True
An6-T3-TR8-009,AN6/610,trench,Shamkya,An6,,,5.0,0.01,1.7,0.04,1.53,3.1,4.4,0.21,True
Blank,AN6/611,trench,Shamkya,An6,,,5.0,0.01,0.1,0.1,0.21,0.25,5.5,0.18,True
An6-T3-TR8-010,AN6/612,trench,Shamkya,An6,,,5.0,0.01,1.2,0.06,2.33,2.2,3.6,0.3,True
An6-T3-TR8-011,AN6/613,trench,Shamkya,An6,,,5.0,0.01,2.8,0.05,4.0,3.0,3.8,0.33,True
An6-T3-TR8-012,AN6/614,trench,Shamkya,An6,,,5.0,0.01,3.7,0.09,3.2,3.1,5.0,0.4,True
An6-T3-TR9-001,AN6/615,trench,Shamkya,An6,,,5.0,0.03,3.1,0.22,2.38,4.9,8.5,0.68,True
An6-T3-TR9-002,AN6/616,trench,Shamkya,An6,,,5.0,0.02,3.1,0.85,2.55,5.0,14.8,0.85,True
An6-T3-TR9-003,AN6/617,trench,Shamkya,An6,,,5.0,0.01,1.8,0.16,2.11,5.4,9.4,0.57,True
An6-T3-TR9-004,AN6/618,trench,Shamkya,An6,,,5.0,0.01,2.3,0.89,2.15,3.4,12.7,0.82,True
Duplicate of(An6-T3-TR9-003),AN6/619,trench,Shamkya,An6,,,5.0,0.01,1.9,0.17,2.18,5.7,9.9,0.57,True
An6-T3-TR9-005,AN6/620,trench,Shamkya,An6,,,5.0,0.01,2.1,0.31,2.08,4.0,9.1,0.49,True
An6-T3-TR9-006,AN6/621,trench,Shamkya,An6,,,5.0,0.01,2.3,0.3,2.36,4.1,8.4,0.6,True
An6-T3-TR9-007,AN6/622,trench,Shamkya,An6,,,5.0,0.01,2.2,0.25,3.22,4.5,5.1,0.37,True
An6-T3-TR9-008,AN6/623,trench,Shamkya,An6,,,5.0,0.01,1.4,0.09,1.84,2.8,4.7,0.36,True
An6-T3-TR9-009,AN6/624,trench,Shamkya,An6,,,5.0,0.01,2.0,0.09,1.48,2.4,4.4,0.32,True
An6-T3-TR9-010,AN6/625,trench,Shamkya,An6,,,5.0,0.01,7.5,0.1,3.38,3.0,5.7,0.45,True
An6-T3-TR9-013,AN6/626,trench,Shamkya,An6,,,5.0,0.01,3.7,0.36,1.99,3.6,3.7,0.41,True
An6-T3-TR9-014,AN6/627,trench,Shamkya,An6,,,5.0,0.01,3.2,0.72,3.98,3.9,5.2,0.46,True
An6-T3-TR9-015,AN6/628,trench,Shamkya,An6,,,5.0,0.01,3.2,0.17,3.13,4.3,7.1,0.55,True
Duplcate(An6-T3-TR9-009),AN6/629,trench,Shamkya,An6,,,5.0,0.01,2.0,0.1,1.48,2.4,4.5,0.34,True
Blank,AN6/630,trench,Shamkya,An6,,,5.0,0.01,0.1,0.15,0.21,0.25,5.4,0.18,True
An6-T3-TR9-016,AN6/631,trench,Shamkya,An6,,,5.0,0.01,6.9,0.28,6.3,5.7,13.2,0.96,True
An6-T3-TR9-017,AN6/632,trench,Shamkya,An6,,,5.0,0.01,1.8,0.28,2.84,5.0,9.6,0.57,True
An6-T3-TR9-018,AN6/633,trench,Shamkya,An6,,,5.0,0.01,2.1,0.4,3.8,4.0,6.7,0.43,True
An6-T3-TR9-019,AN6/634,trench,Shamkya,An6,,,5.0,0.01,3.4,0.25,2.69,2.3,4.1,0.25,True
An6-T3-TR9-020,AN6/635,trench,Shamkya,An6,,,5.0,0.01,7.5,0.63,3.59,3.9,4.7,0.48,True
An6-T3-TR9-021,AN6/636,trench,Shamkya,An6,,,5.0,0.01,9.5,0.26,4.47,4.0,4.3,0.51,True
An6-T3-TR9-022,AN6/637,trench,Shamkya,An6,,,5.0,0.01,9.8,0.26,4.24,5.0,5.7,0.59,True
An6-T3-TR9-025,AN6/638,trench,Shamkya,An6,,,5.0,0.01,3.3,0.13,2.73,3.4,5.7,0.4,True
An6-T3-TR9-026,AN6/639,trench,Shamkya,An6,,,5.0,0.01,5.8,0.14,3.56,3.2,5.6,0.37,True
Duplicate of(An6-T3-TR9-025),AN6/640,trench,Shamkya,An6,,,5.0,0.01,3.1,0.13,2.64,3.3,5.6,0.4,True
Blank,AN6/641,trench,Shamkya,An6,,,5.0,0.01,0.1,0.15,0.18,0.25,4.6,0.16,True
An6-T3-TR9-027,AN6/642,trench,Shamkya,An6,,,5.0,0.01,2.7,0.15,2.33,4.3,6.3,0.53,True
An6-T3-TR9-035,AN6/643,trench,Shamkya,An6,,,5.0,0.01,1.8,0.06,2.77,2.9,3.1,0.58,True
An6-T3-TR9-036,AN6/644,trench,Shamkya,An6,,,5.0,0.01,2.1,0.05,2.36,2.8,4.0,0.52,True
An6-T3-TR9-037,AN6/645,trench,Shamkya,An6,,,5.0,0.01,3.8,0.04,2.41,2.3,2.7,0.23,True
An6-T3-TR9-038,AN6/646,trench,Shamkya,An6,,,5.0,0.01,2.9,0.05,2.95,2.6,3.9,0.38,True
An6-T3-TR9-039,AN6/647,trench,Shamkya,An6,,,5.0,0.01,15.0,0.13,9.12,4.6,5.7,0.71,True
An6-T3-TR9-040,AN6/648,trench,Shamkya,An6,,,5.0,0.01,4.8,0.05,2.39,2.2,2.9,0.22,True
An6-T3-TR9-041,AN6/649,trench,Shamkya,An6,,,5.0,0.01,9.8,0.15,8.54,4.0,6.0,0.59,True
An6-T3-TR9-042,AN6/650,trench,Shamkya,An6,,,5.0,0.01,8.3,0.15,5.16,4.0,6.1,0.59,True
An6-T3-TR9-043,AN6/651,trench,Shamkya,An6,,,5.0,0.01,5.4,0.16,3.92,4.9,5.0,0.66,True
Duplicate of(An6-T3-TR9-037),AN6/652,trench,Shamkya,An6,,,5.0,0.01,2.8,0.16,2.24,4.4,6.5,0.51,True
Blank,AN6/653,trench,Shamkya,An6,,,5.0,0.01,0.1,0.14,0.22,0.25,5.1,0.16,True
An6-T3-TR10-021,AN6/654,trench,Shamkya,An6,,,5.0,0.01,1.4,1.61,1.1,2.4,8.3,1.09,True
An6-T3-TR10-022,AN6/655,trench,Shamkya,An6,,,5.0,0.01,0.8,1.0,0.81,2.7,4.0,0.38,True
An6-T3-TR10-023,AN6/656,trench,Shamkya,An6,,,5.0,0.01,1.4,6.87,1.21,2.2,7.5,0.92,True
An6-T3-TR11-011,AN6/657,trench,Shamkya,An6,,,5.0,0.01,2.3,3.94,3.69,5.2,6.1,0.57,True
An6-T3-TR11-012,AN6/658,trench,Shamkya,An6,,,5.0,0.01,1.9,1.31,3.31,4.6,4.7,0.51,True
An6-T3-TR11-013,AN6/659,trench,Shamkya,An6,,,5.0,0.01,0.8,0.24,1.54,2.6,3.3,0.5,True
An6-T3-TR11-014,AN6/660,trench,Shamkya,An6,,,5.0,0.01,0.4,0.12,0.85,2.7,3.4,0.28,True
Duplicate of(T3-TR11-011),AN6/661,trench,Shamkya,An6,,,5.0,0.01,2.5,3.7,3.94,6.3,6.7,0.61,True
Blank,AN6/662,trench,Shamkya,An6,,,5.0,0.01,0.1,0.17,0.22,0.25,5.6,0.18,True
An6-T4-TR1-001,AN6/663,trench,Shamkya,An6,,,5.0,0.01,1.9,7.81,2.25,4.7,13.8,0.83,True
An6-T4-TR1-002,AN6/664,trench,Shamkya,An6,,,5.0,0.01,1.6,1.97,1.51,6.3,24.8,1.1,True
An6-T4-TR1-003,AN6/665,trench,Shamkya,An6,,,5.0,0.01,1.6,1.69,1.44,4.9,21.5,0.77,True
An6-T4-TR1-004,AN6/666,trench,Shamkya,An6,,,5.0,0.01,0.8,0.14,2.6,2.8,3.6,0.27,True
An6-T4-TR1-005,AN6/667,trench,Shamkya,An6,,,5.0,0.01,2.5,0.38,2.72,13.4,14.3,0.63,True
Duplicate of(T4-TR2-005),AN6/668,trench,Shamkya,An6,,,5.0,0.01,1.2,0.24,1.64,2.7,5.0,0.35,True
An6-T4-TR2-004,AN6/669,trench,Shamkya,An6,,,5.0,0.01,9.0,8.55,2.98,5.3,12.8,1.63,True
An6-T4-TR2-005,AN6/670,trench,Shamkya,An6,,,5.0,0.01,1.3,0.28,1.64,2.7,5.2,0.37,True
An6-T5-TR1-002,AN6/671,trench,Shamkya,An6,,,5.0,0.01,2.6,0.19,2.28,4.6,17.9,0.81,True
Blank,AN6/672,trench,Shamkya,An6,,,5.0,0.01,0.1,0.11,0.22,0.25,5.6,0.19,True
An6-T5-TR1-003,AN6/673,trench,Shamkya,An6,,,5.0,0.01,5.7,0.44,4.01,8.4,35.8,1.83,True
An6-T5-TR1-004,AN6/674,trench,Shamkya,An6,,,5.0,0.01,4.2,0.48,4.33,10.7,26.7,1.52,True
An6-T5-TR1-005,AN6/675,trench,Shamkya,An6,,,5.0,0.01,5.3,0.36,4.14,8.3,26.2,1.6,True
An6-T5-TR1-006,AN6/676,trench,Shamkya,An6,,,5.0,0.01,6.6,0.52,4.47,7.9,40.2,2.22,True
An6-T5-TR1-007,AN6/677,trench,Shamkya,An6,,,5.0,0.01,8.7,0.58,4.91,6.8,49.3,2.42,True
An6-T5-TR1-008,AN6/678,trench,Shamkya,An6,,,5.0,0.01,8.9,1.12,4.9,6.7,48.8,2.62,True
Duplicate of(T5-TR1-002),AN6/679,trench,Shamkya,An6,,,5.0,0.01,2.5,0.19,2.26,4.6,16.2,0.75,True
An6-T5-TR1-009,AN6/680,trench,Shamkya,An6,,,5.0,0.01,9.0,2.83,4.43,6.3,35.1,2.19,True
An6-T5-TR1-010,AN6/681,trench,Shamkya,An6,,,5.0,0.01,8.0,4.25,4.09,7.5,23.8,2.14,True
An6-T5-TR1-011,AN6/682,trench,Shamkya,An6,,,5.0,0.01,5.7,1.52,4.31,9.0,32.5,2.03,True
An6-T5-TR1-012,AN6/683,trench,Shamkya,An6,,,5.0,0.01,3.5,1.78,3.5,8.2,18.4,1.58,True
An6-T5-TR1-013,AN6/684,trench,Shamkya,An6,,,5.0,0.01,2.7,3.04,3.05,15.3,21.4,1.44,True
An6-T5-TR1-016,AN6/685,trench,Shamkya,An6,,,5.0,0.01,3.2,3.58,3.54,10.3,21.1,1.55,True
An6-T5-TR2-001,AN6/686,trench,Shamkya,An6,,,5.0,0.01,2.0,5.6,3.03,14.6,7.6,0.85,True
An6-T5-TR2-002,AN6/687,trench,Shamkya,An6,,,5.0,0.01,3.5,8.47,3.24,12.1,11.3,1.75,True
An6-T5-TR2-003,AN6/688,trench,Shamkya,An6,,,5.0,0.01,4.5,6.17,3.41,17.0,21.2,1.95,True
An6-T5-TR2-006,AN6/689,trench,Shamkya,An6,,,5.0,0.08,7.6,4.19,7.54,3.1,5.9,0.85,True
An6-T5-TR2-007,AN6/690,trench,Shamkya,An6,,,5.0,0.04,3.8,2.28,3.78,4.7,6.5,0.68,True
An6-T5-TR2-008,AN6/691,trench,Shamkya,An6,,,5.0,0.01,1.9,0.51,3.53,9.3,4.4,0.44,True
An6-T5-TR2-009,AN6/692,trench,Shamkya,An6,,,5.0,0.01,2.9,1.86,3.33,7.5,4.4,0.61,True
An6-T5-TR2-010,AN6/693,trench,Shamkya,An6,,,5.0,0.01,5.5,2.13,4.37,4.1,5.3,0.66,True
Duplicate of(T5-TR2-007),AN6/694,trench,Shamkya,An6,,,5.0,0.04,3.8,2.29,3.87,4.7,6.5,0.65,True
Blank,AN6/695,trench,Shamkya,An6,,,5.0,0.01,0.1,0.14,0.25,0.25,4.9,0.18,True
An6-T5-TR2-011,AN6/696,trench,Shamkya,An6,,,5.0,0.01,8.9,9.99,4.49,3.9,5.7,1.23,True
An6-T5-TR2-012,AN6/697,trench,Shamkya,An6,,,5.0,0.01,5.3,9.8,3.49,3.4,7.6,1.82,True
An6-T5-TR2-013,AN6/698,trench,Shamkya,An6,,,5.0,0.01,8.4,11.0,3.99,2.5,3.6,1.44,True
An6-T5-TR2-014,AN6/699,trench,Shamkya,An6,,,5.0,0.01,9.8,12.35,3.43,4.6,6.4,2.14,True
An6-T5-TR2-015,AN6/700,trench,Shamkya,An6,,,5.0,0.01,10.8,7.96,3.93,3.7,7.7,1.97,True
An6-T5-TR2-016,AN6/701,trench,Shamkya,An6,,,5.0,0.01,4.5,7.06,2.6,2.8,11.4,1.3,True
An6-T5-TR3-001,AN6/702,trench,Shamkya,An6,,,5.0,0.01,6.7,10.45,3.64,5.3,23.2,2.46,True
An6-T5-TR3-002,AN6/703,trench,Shamkya,An6,,,5.0,0.01,11.4,9.2,4.25,4.4,11.4,2.34,True
An6-T5-TR3-003,AN6/704,trench,Shamkya,An6,,,5.0,0.01,10.3,8.03,4.32,4.4,22.8,2.35,True
An6-T5-TR3-004,AN6/705,trench,Shamkya,An6,,,5.0,0.01,5.7,3.36,4.04,6.2,29.6,2.44,True
An6-T5-TR3-005,AN6/706,trench,Shamkya,An6,,,5.0,0.01,3.2,3.3,3.57,6.1,9.2,1.12,True
An6-T5-TR3-006,AN6/707,trench,Shamkya,An6,,,5.0,0.01,5.3,4.48,3.72,6.8,17.2,2.1,True
An6-T5-TR3-007,AN6/708,trench,Shamkya,An6,,,5.0,0.01,4.7,4.52,3.56,7.2,23.0,2.31,True
An6-T5-TR3-008,AN6/709,trench,Shamkya,An6,,,5.0,0.01,4.6,3.95,3.58,6.9,21.2,2.54,True
Duplicate of (T5-TR3-005),AN6/710,trench,Shamkya,An6,,,5.0,0.01,3.0,3.58,3.53,6.1,7.8,0.92,True
An6-T5-TR3-011,AN6/711,trench,Shamkya,An6,,,5.0,0.01,2.9,2.67,3.77,4.6,7.6,0.9,True
An6-T5-TR3-018,AN6/712,trench,Shamkya,An6,,,5.0,0.01,3.4,7.24,2.52,4.2,6.7,1.03,True
An6-T5-TR3-019,AN6/713,trench,Shamkya,An6,,,5.0,0.01,3.2,4.28,4.16,5.7,6.9,0.66,True
An6-T5-TR3-020,AN6/714,trench,Shamkya,An6,,,5.0,0.01,1.9,1.79,4.37,5.9,5.9,0.38,True
Blank,AN6/715,trench,Shamkya,An6,,,5.0,0.01,0.1,0.13,0.32,0.25,8.4,0.27,True
An6-T5-TR3-021,AN6/716,trench,Shamkya,An6,,,5.0,0.01,4.1,3.97,4.68,3.7,11.8,1.47,True
An6-T5-TR3-022,AN6/717,trench,Shamkya,An6,,,5.0,0.01,4.3,4.54,4.97,3.6,8.7,1.5,True
An6-T5-TR3-023,AN6/718,trench,Shamkya,An6,,,5.0,0.01,13.3,3.81,6.08,2.8,14.0,2.02,True
An6-T5-TR3-024,AN6/719,trench,Shamkya,An6,,,5.0,0.01,8.7,6.82,4.46,5.6,19.6,2.86,True
An6-T5-TR3-025,AN6/720,trench,Shamkya,An6,,,5.0,0.01,7.6,3.77,3.79,5.3,11.4,1.91,True
An6-T5-TR3-026,AN6/721,trench,Shamkya,An6,,,5.0,0.01,8.5,9.6,3.84,5.3,11.4,2.08,True
An6-T5-TR3-027,AN6/722,trench,Shamkya,An6,,,5.0,0.01,4.5,4.21,3.52,8.4,25.0,2.13,True
Duplicate of  (T5-TR4-018),AN6/723,trench,Shamkya,An6,,,5.0,5.32,1.4,1.22,8.72,4.4,5.0,0.44,True
An6-T5-TR4-001,AN6/724,trench,Shamkya,An6,,,5.0,0.01,7.1,10.5,3.68,4.8,12.6,2.59,True
An6-T5-TR4-002,AN6/725,trench,Shamkya,An6,,,5.0,0.01,6.2,7.83,3.49,4.4,11.0,2.59,True
An6-T5-TR4-003,AN6/726,trench,Shamkya,An6,,,5.0,0.01,5.1,9.29,2.54,4.2,10.8,1.95,True
An6-T5-TR4-004,AN6/727,trench,Shamkya,An6,,,5.0,0.01,4.9,20.3,2.2,3.9,11.2,1.8,True
An6-T5-TR4-005,AN6/728,trench,Shamkya,An6,,,5.0,0.01,6.5,17.6,2.94,4.3,8.0,2.35,True
An6-T5-TR4-006,AN6/729,trench,Shamkya,An6,,,5.0,0.01,5.5,12.0,2.96,3.5,7.1,2.09,True
An6-T5-TR4-007,AN6/730,trench,Shamkya,An6,,,5.0,0.01,7.2,16.75,3.14,3.3,8.4,2.4,True
An6-T5-TR4-008,AN6/731,trench,Shamkya,An6,,,5.0,0.01,6.7,18.65,2.87,4.1,8.2,2.26,True
An6-T5-TR4-009,AN6/732,trench,Shamkya,An6,,,5.0,0.01,5.2,16.2,2.76,3.9,7.3,1.85,True
An6-T5-TR4-010,AN6/733,trench,Shamkya,An6,,,5.0,0.01,6.5,12.8,3.55,3.7,7.4,2.28,True
An6-T5-TR4-011,AN6/734,trench,Shamkya,An6,,,5.0,0.01,4.1,10.75,3.11,3.3,10.6,2.38,True
An6-T5-TR4-015,AN6/735,trench,Shamkya,An6,,,5.0,0.01,3.8,2.26,3.28,11.4,33.1,2.05,True
An6-T5-TR4-016,AN6/736,trench,Shamkya,An6,,,5.0,0.01,3.4,1.82,2.74,13.1,39.9,2.03,True
An6-T5-TR4-017,AN6/737,trench,Shamkya,An6,,,5.0,0.01,3.6,4.64,3.12,12.7,35.6,2.06,True
Duplicate of (T5-TR3-020),AN6/738,trench,Shamkya,An6,,,5.0,0.01,2.0,1.83,4.32,5.6,6.2,0.4,True
An6-T5-TR4-018,AN6/739,trench,Shamkya,An6,,,5.0,0.55,1.4,0.93,7.86,4.7,5.3,0.46,True
Blank,AN6/740,trench,Shamkya,An6,,,5.0,0.01,0.2,0.12,0.27,0.25,7.1,0.2,True
An6-T5-TR4-019,AN6/741,trench,Shamkya,An6,,,5.0,0.01,2.1,2.09,3.64,8.4,13.2,1.1,True
An6-T5-TR4-020,AN6/742,trench,Shamkya,An6,,,5.0,0.01,2.7,2.1,2.77,13.6,24.0,1.39,True
An6-T5-TR5-003,AN6/743,trench,Shamkya,An6,,,5.0,0.01,28.1,4.21,7.16,5.9,58.6,4.26,True
An6-T5-TR5-004,AN6/744,trench,Shamkya,An6,,,5.0,0.3,15.1,1.79,10.2,2.4,25.8,2.86,True
Blank,AN6/745,trench,Shamkya,An6,,,5.0,0.01,0.1,0.11,0.22,0.25,4.9,0.14,True
An6-T5-TR5-005,AN6/746,trench,Shamkya,An6,,,5.0,0.01,11.2,2.72,5.56,3.5,21.5,2.47,True
Duplicate of (T5-TR5-004),AN6/747,trench,Shamkya,An6,,,5.0,0.04,13.7,1.66,9.82,2.1,23.2,2.61,True
