sample_id,lab_id,sample_type,project_area,anomaly_id,easting,northing,au_ppm,as_ppm,sb_ppm,bi_ppm,cu_ppm,zn_ppm,pb_ppm,ag_ppm,below_detection
RCH/023,,chip,Shamkya,An7,494493.0,2138506.0,0.01,1.6,0.15,0.08,4.8,36.0,1.5,0.02,False
RCH/024,,chip,Shamkya,An7,494476.0,2138530.0,10.25,61.2,1.3,1035.0,10.7,41.0,31.7,1.4,False
RCH/025,,chip,Shamkya,An7,494459.0,2138581.0,0.01,5.4,0.74,144.0,698.0,27.0,63.4,3.71,False
RCH/026,,chip,Shamkya,An7,494442.0,2138638.0,0.02,1.4,0.48,132.0,1970.0,5.0,184.0,57.6,False
RCH/027,,chip,Shamkya,An7,494435.0,2138652.0,0.03,15.5,0.45,35.7,34.5,10.0,6.0,0.24,False
RCH/028,,chip,Shamkya,An7,494363.0,2138771.0,0.01,6.9,0.51,1.91,52.8,77.0,5.5,0.2,False
RCH/029,,chip,Shamkya,An7,494266.0,2138842.0,0.005,5.4,0.36,1.73,122.0,73.0,6.6,0.22,True
RCH/030,,chip,Shamkya,An7,494835.0,2137461.0,0.005,1.6,0.14,4.01,5.8,18.0,5.7,0.19,True
RCH/031,,chip,Shamkya,An7,495380.0,2137000.0,0.005,10.4,0.95,0.1,9.6,65.0,8.0,0.06,True
RCH/032,,chip,Shamkya,An7,495571.0,2137004.0,0.005,0.4,0.025,0.02,2.0,1.0,3.4,0.01,True
RCH/033,,chip,Shamkya,An7,495582.0,2137054.0,0.005,7.3,0.47,0.18,7.5,23.0,3.8,0.06,True
RCH/034,,chip,Shamkya,An7,495345.0,2137207.0,0.02,2.3,0.16,38.9,30.2,38.0,14.0,0.95,False
RCH/035,,chip,Shamkya,An7,495374.0,2137239.0,0.005,1.6,0.06,0.09,18.7,33.0,1.3,0.02,True
RCH/036,,chip,Shamkya,An7,494069.0,2139558.0,0.005,0.7,0.06,0.06,11.7,6.0,0.7,0.005,True
RCH/037,,chip,Shamkya,An7,494047.0,2139600.0,0.05,18.5,0.48,115.0,83.2,35.0,58.8,6.42,False
RCH/119,,chip,Shamkya,An7,495599.0,2136707.0,0.14,9.9,0.47,0.92,39.7,20.0,9.6,0.13,False
RCH/120,,chip,Shamkya,An7,495594.0,2136740.0,0.005,8.4,0.16,0.04,7.8,204.0,7.5,0.03,True
RCH/121,,chip,Shamkya,An7,495596.0,2136796.0,0.005,0.3,0.025,0.02,1.2,7.0,1.1,0.01,True
RCH/122,,chip,Shamkya,An7,495575.0,2136351.0,0.69,16.6,1.04,26.1,85.4,103.0,249.0,2.22,False
RCH/123,,chip,Shamkya,An7,495599.0,2136690.0,2.7,278.0,0.56,4.09,552.0,104.0,31.2,6.96,False
RCH/124,,chip,Shamkya,An7,495395.0,2137023.0,0.01,3.2,0.07,1.82,6.5,29.0,5.7,0.19,False
RCH/125,,chip,Shamkya,An7,495386.0,2137052.0,0.03,7.8,0.22,133.0,35.0,69.0,149.0,5.49,False
RCH/126,,chip,Shamkya,An7,495390.0,2137069.0,0.02,6.8,0.17,3.3,22.3,28.0,7.0,0.18,False
RCH/127,,chip,Shamkya,An7,495368.0,2137104.0,0.47,118.0,0.12,1.07,51.7,17.0,12.1,0.19,False
RCH/128,,chip,Shamkya,An7,495354.0,2137133.0,0.005,2.1,0.08,5.75,5.4,5.0,11.1,0.75,True
RCH/129,,chip,Shamkya,An7,495333.0,2137165.0,0.01,4.8,0.05,1.03,3.8,3.0,10.0,0.46,False
