sample_id,sb_as_ratio,cu_zn_ratio,au_ppm
RC.BH28.024,0.013537906137184115,0.17324561403508773,0.49
RC.BH28.025,0.0054248366013071895,0.32704918032786884,0.01
RC.BH28.026,0.016402116402116404,0.07944664031620553,0.005
RC.BH28.027,0.05,0.2543859649122807,0.01
RC.BH28.028,0.025000000000000005,0.06296296296296296,0.005
RC.BH28.029,0.05,0.11204819277108434,0.005
RC.BH28.041,0.09999999999999999,0.05537190082644628,0.005
RC.BH28.042,0.047058823529411764,0.18101265822784812,0.01
RC.BH28.043,0.02830188679245283,0.1774193548387097,0.005
,0.004159132007233273,3.412280701754386,0.08
RC.BH28.044,0.01629955947136564,0.20466666666666666,0.005
RC.BH28.045,0.021717171717171715,0.34352941176470586,0.01
RC.BH28.046,0.03673469387755102,0.19846153846153847,0.005
RC.BH28.047,0.045454545454545456,0.06382978723404255,0.005
RC.BH28.048,0.03636363636363636,0.4330357142857143,0.005
RC.BH28.049,0.038461538461538464,0.24516129032258066,0.005
RC.BH28.050,0.05555555555555556,0.08247422680412371,0.005
RC.BH28.051,0.04166666666666667,0.0881578947368421,0.005
RC.BH28.052,0.02777777777777778,0.05303030303030303,0.005
RC.BH28.053,0.04166666666666667,0.028985507246376812,0.005
RC.BH29.009,0.020833333333333336,0.35600000000000004,0.005
RC.BH29.010,0.01785714285714286,0.44693877551020406,0.005
RC.BH29.011,0.015151515151515154,0.5352941176470588,0.01
RC.BH29.012,0.004666666666666667,0.5775,0.05
RC.BH29.013,0.008947368421052633,0.6435897435897436,0.02
RC.BH29.014,0.004923076923076923,1.1096774193548387,0.02
RC.BH29.015,0.01919191919191919,0.7068181818181819,0.01
RC.BH29.016,0.00784313725490196,0.535593220338983,0.02
,0.125,0.45999999999999996,0.005
RC.BH29.017,0.016666666666666666,0.5758928571428571,0.01
RC.BH29.018,0.025,0.398989898989899,0.01
RC.BH29.019,0.08333333333333334,0.4010638297872341,0.005
RC.BH29.020,0.020833333333333336,0.1549618320610687,0.005
RC.BH29.021,0.007971014492753623,0.5614035087719298,0.005
,0.029411764705882356,0.5355555555555556,0.01
RC.BH29.022,0.02777777777777778,0.4775510204081632,0.005
RC.BH29.023,0.05,0.4826923076923077,0.005
RC.BH29.024,0.038461538461538464,0.925301204819277,0.005
RC.BH29.025,0.02045454545454545,0.5447368421052632,0.005
RC.BH29.026,0.018571428571428572,0.4864406779661017,0.005
RC.BH29.027,0.01602209944751381,1.5681818181818181,0.01
RC.BH29.028,0.02222222222222222,0.5192307692307693,0.18
RC.BH29.029,0.024423963133640553,0.3625,0.01
RC.BH29.030,0.024698795180722887,0.33,0.01
RC.BH29.031,0.04687499999999999,1.2581818181818183,0.005
RC.BH29.032,0.07142857142857144,1.056923076923077,0.005
RC.BH29.033,0.07142857142857144,1.0094594594594595,0.005
RC.BH29.034,0.05714285714285714,0.890625,0.005
RC.BH29.035,0.03571428571428572,1.1235955056179776,0.005
RC.BH29.036,0.03658536585365854,1.5326086956521738,0.005
RC.BH29.037,0.04074074074074074,3.048275862068966,0.005
RC.BH29.038,0.03333333333333333,2.2625,0.005
RC.BH29.039,0.052941176470588235,1.0786516853932584,0.005
RC.BH29.040,0.028846153846153844,0.4910891089108911,0.005
RC.BH29.041,0.03461538461538461,0.0925,0.005
RC.BH29.042,0.006578947368421053,0.03473053892215569,0.005
RC.BH29.043,0.010852713178294575,0.22289156626506024,0.01
RC.BH29.044,0.008350730688935283,0.7439024390243902,0.005
RC.BH29.045,0.005230125523012553,0.5636363636363636,0.005
,0.017721518987341773,0.6545454545454545,0.005
RC.BH29.046,0.006158357771260997,0.525,0.005
RC.BH29.047,0.013402061855670104,0.3,0.005
RC.BH29.048,0.017721518987341773,0.6545454545454545,0.005
RC.BH29.049,0.05555555555555556,4.766666666666667,0.005
RC.BH29.050,0.022448979591836733,0.22142857142857145,0.005
RC.BH30.002,0.12,0.06904761904761905,0.005
RC.BH30.003,0.09333333333333334,0.16724137931034483,0.01
RC.BH30.004,0.06666666666666667,0.10217391304347827,0.02
RC.BH30.005,0.054545454545454536,0.06623376623376623,0.01
RC.BH30.006,0.05000000000000001,0.07173913043478261,0.005
RC.BH30.007,0.05,0.10641025641025642,0.005
RC.BH30.008,0.07777777777777778,0.08653846153846154,0.005
RC.BH30.009,0.061538461538461535,0.09245283018867925,0.005
RC.BH30.010,0.06666666666666667,0.05794392523364486,0.005
RC.BH30.011,0.07272727272727272,0.04067796610169491,0.005
RC.BH30.012,0.08888888888888889,0.053260869565217396,0.005
RC.BH30.013,0.049999999999999996,0.05327102803738318,0.005
RC.BH30.014,0.07777777777777778,0.034482758620689655,0.005
RC.BH30.015,0.12,0.03,0.005
RC.BH30.016,0.05,0.05675675675675676,0.005
RC.BH30.017,0.0411764705882353,0.04216867469879518,0.01
RC.BH30.018,0.017204301075268817,0.039047619047619046,0.02
,0.125,0.55,0.005
RC.BH30.019,0.06666666666666667,0.047126436781609195,0.01
,0.01530612244897959,0.037864077669902914,0.03
RC.BH30.020,0.08750000000000001,0.0702127659574468,0.005
RC.BH30.021,0.21666666666666667,0.04777777777777777,0.005
RC.BH30.022,0.18,0.020634920634920634,0.005
RC.BH30.023,0.1076923076923077,0.04,0.005
RC.BH30.024,0.12307692307692307,0.054385964912280704,0.005
RC.BH30.025,0.09999999999999999,0.05130434782608696,0.01
RC.BH30.026,0.02558139534883721,0.184070796460177,0.005
RC.BH30.027,0.03,0.055970149253731345,0.01
RC.BH30.028,0.04736842105263158,0.06318407960199005,0.005
RC.BH30.029,0.05416666666666667,0.05818181818181818,0.01
RC.BH30.030,0.060869565217391314,0.05510204081632653,0.005
RC.BH30.031,0.05,0.15833333333333333,0.005
RC.BH30.032,0.075,0.2441860465116279,0.005
RC.BH30.033,0.06666666666666667,0.09065420560747663,0.005
RC.BH30.034,0.125,0.07340425531914894,0.005
RC.BH30.035,0.05000000000000001,0.04554455445544554,0.005
RC.BH30.036,0.0375,0.07282608695652174,0.005
RC.BH30.037,0.05600000000000001,0.065,0.005
RC.BH30.038,0.047619047619047616,0.06493506493506493,0.005
RC.BH31.025,0.11666666666666668,0.049523809523809526,0.005
RC.BH31.026,0.07142857142857144,0.02413793103448276,0.005
RC.BH31.027,0.08333333333333334,0.05714285714285715,0.005
RC.BH31.028,0.1,0.04504504504504504,0.005
RC.BH31.029,0.125,0.03333333333333333,0.005
,0.001610738255033557,3.2181818181818183,0.21
RC.BH31.030,0.08888888888888889,0.02295081967213115,0.005
RC.BH31.031,0.08750000000000001,0.034959349593495934,0.005
RC.BH31.032,0.12,0.0358974358974359,0.005
RC.BH31.033,0.12,0.020833333333333332,0.005
RC.BH31.034,0.08571428571428572,1.8041237113402062,0.005
RC.BH31.035,0.001471571906354515,3.2327586206896552,0.24
,0.05,0.5,0.005
RC.BH31.036,0.005204460966542751,3.03,0.01
RC.BH31.037,0.11111111111111112,0.5523364485981308,0.005
RC.BH31.038,0.11111111111111112,0.05689655172413793,0.01
RC.BH31.039,0.1,0.05972222222222222,0.005
RC.BH31.040,0.07777777777777778,0.095,0.005
RC.BH31.041,0.08888888888888889,0.05058823529411764,0.005
RC.BH31.042,0.11111111111111112,0.06302521008403361,0.005
RC.BH31.043,0.07,0.06041666666666667,0.005
RC.BH31.044,0.12,0.08260869565217391,0.005
RC.BH31.045,0.043333333333333335,0.06371681415929203,0.005
RC.BH31.046,0.03214285714285715,0.03474576271186441,0.005
RC.BH31.047,0.04666666666666667,0.0423076923076923,0.005
RC.BH31.048,0.054545454545454536,0.04065934065934066,0.005
RC.BH31.049,0.0375,0.04683544303797468,0.005
RC.BH31.050,0.04680851063829787,0.03333333333333333,0.01
RC.BH31.051,0.064,0.06338028169014084,0.005
RC.BH31.052,0.08888888888888889,0.039285714285714285,0.005
,0.06,0.04021739130434783,0.005
RC.BH31.053,0.1,0.01775700934579439,0.005
RC.BH31.054,0.1,0.041176470588235294,0.005
RC.BH31.055,0.14,0.05777777777777778,0.005
RC.BH31.056,0.021818181818181816,0.013471502590673574,0.05
RC.BH31.057,0.14,0.017924528301886792,0.005
RC.BH31.058,0.11666666666666668,0.03737373737373738,0.005
RC.BH31.059,0.23333333333333336,0.04454545454545455,0.005
RC.BH32.017,0.08750000000000001,0.02635658914728682,0.005
RC.BH32.018,0.08750000000000001,0.04018691588785046,0.005
RC.BH32.019,0.14,0.03431372549019608,0.005
RC.BH32.020,0.07142857142857144,0.047,0.005
RC.BH32.021,0.06,0.07,0.005
RC.BH32.022,0.044444444444444446,0.031683168316831684,0.005
RC.BH32.023,0.06363636363636364,0.05154639175257732,0.02
RC.BH32.024,0.2,0.035,0.005
RC.BH32.025,0.05,0.042,0.005
RC.BH32.026,0.13333333333333333,0.04190476190476191,0.01
RC.BH32.027,0.08750000000000001,0.05283018867924528,0.005
RC.BH32.028,0.004100946372239748,0.32857142857142857,0.01
RC.BH32.029,0.007446808510638298,0.15270270270270273,0.01
,0.125,1.075,0.005
RC.BH32.030,0.0625,0.2553191489361702,0.01
RC.BH32.031,0.075,0.17419354838709677,0.02
RC.BH32.032,0.11818181818181818,0.09016393442622951,0.02
,0.010126582278481013,0.1591549295774648,0.005
RC.BH32.033,0.17142857142857143,0.08571428571428572,0.005
RC.BH32.034,0.13333333333333333,0.06829268292682926,0.005
RC.BH32.035,0.10909090909090907,0.05603448275862069,0.005
RC.BH32.036,0.13749999999999998,0.08452380952380951,0.005
RC.BH32.037,0.075,0.05188679245283019,0.005
RC.BH32.038,0.0391304347826087,0.055673758865248224,0.005
RC.BH32.039,0.11666666666666668,0.07916666666666666,0.005
RC.BH32.040,0.08750000000000001,0.057999999999999996,0.005
RC.BH33.003,0.047619047619047616,2.725,0.8
RC.BH33.004,0.04523809523809524,2.3308823529411766,0.44
RC.BH33.005,0.011464968152866243,1.1402597402597403,0.22
RC.BH33.006,0.018337408312958436,1.269736842105263,0.93
RC.BH33.007,0.0456140350877193,0.7773722627737226,0.1
RC.BH33.008,0.056249999999999994,0.3670731707317073,0.05
RC.BH33.009,0.12777777777777777,0.6414285714285715,0.07
RC.BH33.010,0.06190476190476191,0.46518518518518515,0.03
RC.BH33.011,0.05,0.4673611111111111,0.06
RC.BH33.012,0.05185185185185185,0.5421383647798742,0.04
RC.BH33.013,0.06111111111111111,0.4419047619047619,0.03
RC.BH33.014,0.16666666666666666,0.3,0.01
RC.BH33.015,0.12307692307692307,0.6304761904761905,0.02
RC.BH33.016,0.13,0.3076923076923077,0.01
RC.BH33.017,0.08888888888888888,0.0891304347826087,0.005
,0.018181818181818184,1.1012820512820514,0.95
RC.BH33.018,0.075,0.1625,0.01
RC.BH33.019,0.07619047619047618,0.06739130434782609,0.01
RC.BH33.020,0.1625,0.07575757575757576,0.01
RC.BH33.021,0.05588235294117647,0.059756097560975614,0.01
RC.BH33.022,0.07575757575757576,0.12638888888888888,0.01
RC.BH33.023,0.05862068965517242,0.05866666666666667,0.01
RC.BH33.024,0.04736842105263158,0.03543307086614173,0.01
RC.BH33.025,0.1,0.0391304347826087,0.01
RC.BH33.026,0.08333333333333334,0.11900826446280992,0.005
RC.BH33.027,0.10000000000000002,0.026829268292682926,0.005
RC.BH33.028,0.06363636363636364,0.018691588785046728,0.01
RC.BH33.029,0.11666666666666668,0.01386138613861386,0.01
RC.BH33.030,0.14,0.04489795918367347,0.005
RC.BH33.031,0.09999999999999999,0.18333333333333335,0.005
RC.BH33.032,0.11666666666666668,0.038,0.005
RC.BH33.033,0.07,0.016,0.005
RC.BH33.034,0.10000000000000002,0.013333333333333334,0.005
RC.BH33.035,0.061538461538461535,0.011965811965811965,0.005
RC.BH33.036,0.07142857142857144,0.22857142857142856,0.005
RC.BH34.001,0.010320284697508895,0.5709090909090909,1.31
,0.16666666666666669,0.6333333333333333,0.005
RC.BH34.002,0.016853932584269662,0.1202020202020202,0.15
RC.BH34.003,0.08571428571428572,0.27107438016528923,0.01
RC.BH34.004,0.03090909090909091,0.15806451612903227,0.01
,0.011188811188811189,0.5727272727272728,3.63
RC.BH34.005,0.01569506726457399,0.5277777777777778,0.05
RC.BH34.006,0.034210526315789476,0.2275862068965517,0.02
RC.BH34.007,0.08333333333333333,0.16056338028169015,0.02
RC.BH34.008,0.11,0.1372340425531915,0.005
RC.BH34.009,0.11111111111111112,0.045000000000000005,0.005
RC.BH34.010,0.1,0.09417475728155339,0.01
RC.BH34.011,0.13749999999999998,0.06017699115044248,0.005
RC.BH34.012,0.11,0.1135135135135135,0.005
RC.BH34.013,0.09090909090909091,0.07117117117117118,0.01
RC.BH34.014,0.1076923076923077,0.21505376344086022,0.02
RC.BH34.015,0.049999999999999996,0.45111111111111113,0.08
RC.BH34.016,0.03529411764705882,0.4086206896551724,0.01
RC.BH34.017,0.09090909090909091,0.09902912621359222,0.005
RC.BH34.018,0.08125,0.10285714285714286,0.01
RC.BH34.019,0.026277372262773723,1.1673076923076924,0.33
RC.BH34.020,0.028125,2.9058823529411764,0.85
RC.BH34.021,0.018633540372670804,1.8225806451612903,0.26
RC.BH34.022,0.14,0.5390243902439025,0.12
RC.BH34.023,0.0857142857142857,0.3942028985507246,0.04
RC.BH34.024,0.059259259259259255,0.7840579710144928,0.04
RC.BH34.025,0.15555555555555556,0.14520547945205478,0.005
RC.BH34.026,0.2,0.046052631578947366,0.04
RC.BH34.027,0.07307692307692308,0.04516129032258065,0.04
RC.BH34.028,0.12142857142857144,0.04343434343434343,0.04
,0.038461538461538464,0.17868852459016393,0.01
RC.BH34.029,0.125,0.08224299065420561,0.005
RC.BH34.030,0.10909090909090907,0.043209876543209874,0.01
RC.BH35.007,0.04411764705882353,0.1876190476190476,
RC.BH35.008,0.1,0.15,
RC.BH35.009,0.18,0.013970588235294117,0.005
RC.BH35.010,0.1636363636363636,0.3542056074766355,0.005
RC.BH35.011,0.13749999999999998,0.01949152542372881,0.005
RC.BH35.012,0.0818181818181818,0.29134615384615387,0.01
RC.BH35.013,0.011999999999999999,1.2085365853658536,
,0.35000000000000003,2.6999999999999997,0.02
RC.BH35.014,0.007242798353909465,1.6961538461538461,20.6
RC.BH35.015,0.07333333333333333,0.08414634146341464,
RC.BH35.016,0.021739130434782608,1.3107142857142857,0.02
RC.BH35.017,0.15,0.23516483516483516,0.005
RC.BH35.018,0.1,0.16161616161616163,0.005
RC.BH35.019,0.025000000000000005,0.48947368421052634,0.03
RC.BH35.020,0.09999999999999999,0.15526315789473685,0.005
RC.BH35.021,0.125,0.15714285714285714,0.005
RC.BH35.022,0.0625,0.6384615384615384,0.01
RC.BH35.023,0.08333333333333334,0.07012987012987014,0.005
RC.BH35.024,0.10454545454545454,0.3055555555555556,0.005
RC.BH35.025,0.0923076923076923,0.25643564356435644,0.005
RC.BH35.026,0.09999999999999999,0.11023622047244094,0.005
RC.BH35.027,0.2,0.10609756097560975,1.75
,0.015482233502538072,1.4133333333333333,1.54
RC.BH35.028,0.14285714285714288,0.1144,0.005
RC.BH35.029,0.13,0.21232876712328766,0.005
RC.BH35.030,0.14285714285714288,0.02826086956521739,0.005
RC.BH35.031,0.1,0.13050847457627118,0.005
RC.BH35.032,0.1142857142857143,0.04818181818181818,0.005
RC.BH35.033,0.02162162162162162,0.32065217391304346,0.01
RC.BH35.034,0.012962962962962963,0.5492753623188406,0.8
RC.BH35.035,0.05714285714285714,0.13388429752066114,0.02
RC.BH35.036,0.041025641025641026,0.11452513966480447,0.19
RC.BH35.037,0.08333333333333334,0.09504132231404959,0.005
RC.BH35.038,0.08888888888888889,0.10672268907563025,0.005
RC.BH35.039,0.08888888888888889,0.0625,0.005
RC.BH35.040,0.12,0.32556390977443606,0.005
RC.BH35.041,0.023762376237623763,0.39480519480519477,0.19
RC.BH35.042,0.04259259259259259,0.7308510638297873,0.03
RC.BH35.043,0.06111111111111111,0.43409090909090914,0.07
RC.BH35.044,0.04893617021276596,0.48742138364779874,0.07
RC.BH35.045,0.011818181818181818,0.3323275862068965,0.74
RC.BH35.046,0.0072874493927125505,0.4458563535911602,0.43
RC.BH35.047,0.02553191489361702,0.41449275362318844,0.09
RC.BH35.048,0.10833333333333334,0.1701492537313433,0.02
Q001,1.0,2.0,0.001
Q002,1.0,1.8888888888888888,0.01
Q003,1.0,2.0,0.001
Q004,0.5,14.0,0.001
Q005,1.0,5.0,0.001
Q006,0.25,12.266666666666667,0.001
Q007,1.0,0.6,0.001
Q008,0.25,1.3333333333333333,0.001
Q009,1.0,1.1428571428571428,0.001
Q010,0.3333333333333333,2.0,0.001
Q011,1.0,1.0,0.001
Q012,0.25,8.0,0.001
Q013,1.0,0.29411764705882354,0.001
Q014,0.1,0.08571428571428572,0.001
Q015,0.3333333333333333,0.3125,0.001
Q016,0.5,3.6666666666666665,0.001
Q017,1.0,2.0,0.001
Q018,0.5,0.9090909090909091,0.001
Q019,1.0,2.0,0.001
Q020,1.0,1.25,0.001
Q021,1.0,0.75,0.001
Q022,0.25,4.0,0.001
Q023,1.0,0.375,0.001
Q024,0.5,3.0,0.001
Q025,0.2,1.1025641025641026,0.001
Q026,0.2,11.666666666666666,0.001
Q027,1.0,6.25,0.001
Q028,1.0,17.0,0.001
Q029,1.0,3.0,0.02
Q030,0.007194244604316547,0.25,0.001
Q031,1.0,12.0,0.01
Q032,0.08333333333333333,11.8,0.01
Q033,1.0,38.5,0.001
Q034,0.25,17.5,0.01
Q035,1.0,0.20930232558139536,0.001
Q036,0.5,1.0,0.001
Q037,1.0,3.0,0.001
Q038,1.0,1.0,0.001
Q039,0.2,2.0,0.001
Q040,0.25,4.5,0.001
Q041,0.5,12.0,0.001
Q042,1.0,2.0,0.001
Q043,1.0,16.0,0.001
Q044,0.2,0.7058823529411765,0.001
Q045,0.16666666666666666,0.27835051546391754,0.001
Q046,1.0,0.6666666666666666,0.001
Q047,1.0,15.0,0.001
Q048,0.1111111111111111,0.625,0.001
Q049,0.5,3.6666666666666665,0.001
Q050,0.125,1.4285714285714286,0.001
Q051,1.0,2.0,0.001
Q052,0.1,0.75,0.001
Q053,0.003246753246753247,5.666666666666667,0.01
Q054,0.14285714285714285,50.0,0.001
Q055,1.0,2.0,0.001
Q056,0.07142857142857142,0.9411764705882353,0.001
Q057,1.0,2.5,0.001
Q058,0.00847457627118644,3.0,0.001
Q059,0.2,0.423728813559322,0.001
Q060,1.0,2.0,0.001
Q061,1.0,3.0,0.001
Q062,0.2,1.25,0.001
Q063,0.5,1.3333333333333333,0.001
Q064,1.0,1.5,0.001
Q065,0.011904761904761904,1.0,0.01
Q066,1.0,2.0,0.001
Q067,0.125,0.6363636363636364,0.001
Q068,0.0625,2.5,0.001
Q069,0.017241379310344827,1.3353658536585367,0.001
Q070,1.0,0.10638297872340426,0.001
Q071,0.5,5.75,0.001
Q072,0.16666666666666666,0.4230769230769231,0.04
Q073,1.0,8.5,0.001
Q074,1.0,0.25,0.001
Q075,1.0,2.2666666666666666,0.001
Q076,1.0,11.5,0.76
Q077,0.04,1.6666666666666667,0.001
Q078,0.16666666666666666,1.05,0.001
Q079,0.25,0.3,0.001
Q080,1.0,0.3,0.001
Q081,0.14285714285714285,5.823529411764706,0.001
Q082,0.1111111111111111,0.3711340206185567,0.001
Q083,0.25,0.1792452830188679,0.001
Q084,0.3333333333333333,0.42857142857142855,0.001
Q085,0.5,7.375,0.001
Q086,1.0,2.0,0.001
Q087,0.3333333333333333,2.7142857142857144,0.01
Q088,1.0,0.42857142857142855,0.001
Q089,0.5,1.0,0.001
Q090,1.0,4.0,0.001
Q091,0.5,0.4166666666666667,0.001
Q092,0.05,3.2,0.001
Q093,1.0,0.4,0.001
Q094,0.003125,2.324324324324324,0.05
Q095,0.5,1.5357142857142858,0.001
Q096,1.0,0.5,0.001
Q097,0.0625,5.75,0.001
Q098,0.14285714285714285,0.4642857142857143,0.03
Q099,0.016666666666666666,22.078651685393258,3.58
Q100,1.0,0.9090909090909091,0.01
Q101,0.034482758620689655,0.9402985074626866,0.73
Q102,2.0,3.0,0.001
Q103,0.1111111111111111,13.666666666666666,0.001
Q104,0.014925373134328358,2.6315789473684212,0.01
Q105,0.1111111111111111,1.3333333333333333,0.001
Q106,0.5,2.0,0.001
Q107,0.5,0.8,0.001
Q108,0.002777777777777778,4.3076923076923075,7.49
Q109,0.08333333333333333,1.1666666666666667,0.01
Q110,0.03571428571428571,5.386363636363637,0.12
Q111,0.006097560975609756,11.0,0.02
Q112,0.021739130434782608,0.1111111111111111,14.3
Q113,1.0,109.33333333333333,1.23
Q114,0.125,1.32,0.44
Q115,0.5,45.0,0.25
Q116,1.0,1.3333333333333333,0.001
Q117,0.3333333333333333,1.3333333333333333,0.001
Q118,1.0,2.5,0.001
Q119,0.25,6.333333333333333,0.001
Q120,0.14285714285714285,,3.71
Q121,0.5,19.0,0.01
Q122,1.0,5.0,0.001
Q123,0.04,3.824324324324324,0.82
Q124,1.0,5.5,0.01
Q125,0.5,2.6315789473684212,0.001
Q126,1.0,3.0,0.001
Q127,0.16666666666666666,4.217391304347826,0.05
Q128,0.125,1.25,0.001
Q129,0.75,0.4727272727272727,0.001
Q130,1.0,1.7142857142857142,0.001
Q131,0.2,4.725,0.99
Q132,1.0,0.875,0.001
Q133,1.0,5.0,0.001
Q134,0.03571428571428571,8.08695652173913,0.001
Q135,0.5,2.5,0.01
Q136,1.0,0.5714285714285714,0.001
Q137,0.14285714285714285,6.166666666666667,0.001
Q138,2.0,1.0,0.001
Q139,0.5,2.5,0.001
Q140,0.14285714285714285,94.84848484848484,4.82
Q141,1.0,9.0,0.01
Q142,0.05,62.55555555555556,0.07
Q143,1.0,5.0,0.001
Q144,0.08695652173913043,0.9,0.02
Q145,0.14285714285714285,0.3333333333333333,0.01
Q146,0.1,23.366336633663366,0.54
Q147,0.2,0.19047619047619047,0.01
Q148,0.09433962264150944,1.8506224066390042,3.58
Q149,0.5,3.0,0.01
Q150,0.061224489795918366,0.9579439252336449,3.71
Q151,0.07317073170731707,0.11363636363636363,0.01
Q152,0.12280701754385964,2.03125,1.73
Q153,0.16666666666666666,5.666666666666667,0.01
Q154,0.025423728813559324,3.659090909090909,3.36
Q155,0.012048192771084338,,0.78
Q156,0.0625,3.25,4.67
Q157,0.06451612903225806,9.245283018867925,0.92
Q158,0.05555555555555555,0.8818897637795275,0.01
Q159,0.05714285714285714,0.4473684210526316,0.001
Q160,0.09090909090909091,0.08247422680412371,0.001
Q161,0.03225806451612903,1.5,0.03
Q162,0.02564102564102564,0.46153846153846156,0.02
Q163,0.024390243902439025,0.5714285714285714,0.09
Q164,0.0125,5.1923076923076925,0.89
Q165,0.0375,,0.96
Q166,0.06666666666666667,6.707818930041152,2.29
Q167,0.05263157894736842,4.5,0.01
Q168,0.017241379310344827,4.27906976744186,0.01
Q169,0.0111731843575419,1.8461538461538463,0.01
Q170,0.011494252873563218,4.0,0.19
Q171,0.5,0.5426356589147286,0.001
Q172,1.0,7.0,0.02
Q173,0.25,0.5981735159817352,0.001
Q174,1.0,1.736842105263158,0.001
,,,
Q175,1.0,2.0,0.01
Q176,1.0,19.0,0.01
Q177,0.1111111111111111,1.9227467811158798,7.91
Q178,0.043478260869565216,1.2,100.0
Q179,1.0,0.41379310344827586,0.13
Q180,1.0,1.0,0.04
Q181,0.06976744186046512,7.4,0.67
Q182,0.2,11.129032258064516,0.26
Q183,0.1,222.16216216216216,4.95
Q184,0.14545454545454545,0.027407407407407408,0.02
Q185,0.1111111111111111,262.0,0.27
Q186,0.1111111111111111,4.666666666666667,0.01
Q187,0.2222222222222222,0.835820895522388,0.001
Q188,1.0,1.5714285714285714,0.001
Q189,0.5,3.0,0.001
Q190,1.0,4.833333333333333,0.001
Q191,0.05102040816326531,0.3770491803278688,0.001
Q192,0.14285714285714285,4.25,0.001
RCH/012,0.02681159420289855,0.9908163265306121,1.42
RCH/013,0.16666666666666669,0.4,0.04
RCH/014,0.004411764705882353,0.8132075471698114,1.18
RCH/015,0.0625,2.2,0.01
RCH/016,0.0029752066115702478,2.9125,0.73
RCH/017,0.00421195652173913,5.45,0.83
RCH/018,0.08666666666666667,0.19642857142857142,0.005
RCH/019,0.15,1.2333333333333334,0.005
RCH/020,0.08888888888888888,0.3423841059602649,0.005
RCH/021,0.10000000000000002,0.12666666666666665,0.005
RCH/022,0.038709677419354833,0.3875,0.005
RCH/023,0.09374999999999999,0.13333333333333333,0.01
RCH/024,0.021241830065359478,0.26097560975609757,10.25
RCH/025,0.137037037037037,25.85185185185185,0.01
RCH/026,0.34285714285714286,394.0,0.02
RCH/027,0.02903225806451613,3.45,0.03
RCH/028,0.07391304347826087,0.6857142857142857,0.01
RCH/029,0.06666666666666667,1.6712328767123288,0.005
RCH/030,0.08750000000000001,0.3222222222222222,0.005
RCH/031,0.09134615384615384,0.14769230769230768,0.005
RCH/032,0.0625,2.0,0.005
RCH/033,0.06438356164383562,0.32608695652173914,0.005
RCH/034,0.06956521739130435,0.7947368421052632,0.02
RCH/035,0.0375,0.5666666666666667,0.005
RCH/036,0.08571428571428572,1.95,0.005
RCH/037,0.025945945945945945,2.3771428571428572,0.05
RCH/119,0.04747474747474747,1.985,0.14
RCH/120,0.019047619047619046,0.038235294117647055,0.005
RCH/121,0.08333333333333334,0.17142857142857143,0.005
RCH/122,0.06265060240963854,0.829126213592233,0.69
RCH/123,0.0020143884892086334,5.3076923076923075,2.7
RCH/124,0.021875000000000002,0.22413793103448276,0.01
RCH/125,0.028205128205128206,0.5072463768115942,0.03
RCH/126,0.025,0.7964285714285715,0.02
RCH/127,0.001016949152542373,3.0411764705882356,0.47
RCH/128,0.03809523809523809,1.08,0.005
RCH/129,0.010416666666666668,1.2666666666666666,0.01
T2-TR1-001,0.0368421052631579,0.5426666666666667,0.01
T2-TR1-002,0.045,0.5217391304347826,0.01
T2-TR1-003,0.038461538461538464,0.8112903225806452,0.01
T2-TR1-004,0.0409090909090909,1.1131578947368421,0.01
T2-TR1-005,0.05555555555555556,0.3234567901234568,0.01
T2-TR1-006,0.033850931677018636,0.5822784810126582,0.01
T2-TR1-007,0.05737704918032787,0.7772151898734178,0.01
T2-TR1-008,0.05135135135135135,0.2886956521739131,0.01
T2-TR1-009,0.021818181818181816,0.27599999999999997,0.01
Duplicate of (T2-TR1-020),0.03951219512195122,1.418103448275862,0.1
T2-TR1-010,0.024999999999999998,0.27547169811320754,0.01
T2-TR1-011,0.0368421052631579,0.7134328358208955,0.01
T2-TR1-012,0.054285714285714284,0.9230769230769231,0.02
T2-TR1-013,0.043750000000000004,0.9590909090909091,0.01
T2-TR1-014,0.05333333333333334,0.9578947368421052,0.01
T2-TR1-015,0.061538461538461535,1.0345454545454544,0.01
T2-TR1-016,0.06,0.41192660550458715,0.01
T2-TR1-017,0.03529411764705882,0.6864077669902913,0.01
T2-TR1-018,0.021951219512195124,0.5739495798319327,0.04
T2-TR1-019,0.0390625,1.7674418604651163,0.17
T2-TR1-020,0.04088669950738916,1.4243697478991597,0.08
Blank,0.5,1.05,0.01
T2-TR1-021,0.03387096774193548,1.625,0.03
T2-TR1-022,0.02241379310344828,1.4722222222222223,0.03
T2-TR1-023,0.028000000000000004,1.0538461538461539,0.01
T2-TR1-024,0.049999999999999996,1.3907692307692308,0.01
T2-TR1-025,0.05333333333333334,1.0835294117647059,0.01
T2-TR1-026,0.061538461538461535,0.7679245283018868,0.01
T2-TR1-027,0.07,0.9931818181818183,0.01
T2-TR1-028,0.0368421052631579,0.3463414634146341,0.01
T2-TR1-029,0.03809523809523809,1.1243589743589744,0.01
T2-TR1-030,0.026482213438735178,1.2385714285714287,0.04
T2-TR1-031,0.029787234042553193,1.15,0.05
Blank,0.0625,1.05,0.01
Duplicate of (T2-TR1-031),0.02888888888888889,1.1566265060240963,0.07
T2-TR1-032,0.022368421052631583,1.1722222222222223,0.02
T2-TR1-033,0.026086956521739132,1.2729166666666667,0.01
