sample_id,sb_as_ratio,cu_zn_ratio,au_ppm
RC.BH22.039,0.038461538461538464,0.4093525179856115,0.005
RC.BH22.040,0.09285714285714286,0.05307262569832402,0.005
RC.BH22.041,0.033962264150943396,0.06878612716763007,0.005
,0.08333333333333334,0.45999999999999996,0.005
RC.BH22.042,0.015317286652078772,0.2602094240837696,0.01
RC.BH22.043,0.01020408163265306,0.22789115646258504,0.01
RC.BH22.044,0.03333333333333333,0.17975077881619939,0.01
RC.BH22.045,0.04745762711864407,0.08316326530612245,0.005
RC.BH22.046,0.1,0.060122699386503074,0.005
RC.BH22.047,0.11052631578947368,0.07517241379310345,0.005
RC.BH22.048,0.10909090909090907,0.041916167664670656,0.005
RC.BH22.049,0.06206896551724138,0.10277777777777777,0.005
RC.BH22.050,0.025414364640883976,0.4879581151832461,0.005
RC.BH22.051,0.013220338983050847,0.3022222222222222,0.01
RC.BH22.052,0.01218045112781955,0.22482269503546098,0.01
RC.BH22.053,0.010493827160493827,0.2779591836734694,0.01
RC.BH22.054,0.018328840970350403,0.33141025641025645,0.01
RC.BH22.055,0.02547169811320755,0.6661157024793388,0.01
RC.BH22.056,0.05333333333333334,0.18823529411764706,0.005
RC.BH22.057,0.05384615384615385,0.06320754716981132,0.005
,0.0114519427402863,0.28893617021276596,0.01
RC.BH22.058,0.06,0.03888888888888889,0.005
RC.BH22.059,0.044444444444444446,0.22028985507246376,0.01
RC.BH23.011,0.02777777777777778,0.47285714285714286,0.005
RC.BH23.012,0.0625,0.4444444444444444,0.005
RC.BH23.013,0.025,1.0357142857142858,0.005
RC.BH23.014,0.02777777777777778,3.3207547169811322,0.01
RC.BH23.015,0.07142857142857144,0.5075000000000001,0.005
RC.BH23.016,0.08333333333333334,0.21323529411764705,0.005
RC.BH23.017,0.06,0.3236842105263158,0.005
RC.BH23.018,0.054545454545454536,1.0850746268656717,0.005
RC.BH23.019,0.05833333333333334,0.8671232876712328,0.005
RC.BH23.020,0.09999999999999999,0.6848484848484849,0.005
RC.BH23.021,0.08571428571428572,0.9337500000000001,0.005
RC.BH23.022,0.06,0.4746987951807229,0.005
RC.BH23.023,0.054545454545454536,0.4630769230769231,0.005
RC.BH23.024,0.10000000000000002,0.35441176470588237,0.005
RC.BH23.025,0.09,0.5730769230769232,0.005
RC.BH23.026,0.06666666666666667,0.30416666666666664,0.005
RC.BH23.027,0.1285714285714286,0.2742424242424243,0.005
RC.BH23.028,0.0625,0.3453333333333333,0.005
RC.BH23.029,0.018018018018018018,0.10410958904109588,0.005
RC.BH23.030,0.1142857142857143,0.20144927536231885,0.005
RC.BH23.031,0.05555555555555556,0.38181818181818183,0.005
RC.BH23.032,0.06874999999999999,0.2191780821917808,0.005
,0.0106425702811245,0.2366013071895425,0.01
RC.BH23.033,0.04285714285714286,0.5848101265822785,0.02
RC.BH23.034,0.03333333333333333,0.5648648648648649,0.005
RC.BH23.035,0.03636363636363636,0.17951807228915664,0.005
RC.BH23.036,0.023255813953488375,1.55,0.005
RC.BH23.037,0.045714285714285714,0.5333333333333333,0.005
RC.BH23.038,0.1272727272727273,0.19545454545454546,0.005
RC.BH23.039,0.052631578947368425,0.7015151515151514,0.005
RC.BH23.040,0.125,0.36890756302521005,0.005
RC.BH23.041,0.02857142857142857,0.6754716981132075,0.005
RC.BH23.042,0.015384615384615387,0.3865284974093264,0.01
RC.BH23.043,0.03859649122807018,0.5901162790697675,0.01
RC.BH23.044,0.005714285714285714,3.182926829268293,1.1
RC.BH23.045,0.016541353383458645,0.3046931407942238,0.02
RC.BH23.046,0.011378205128205128,0.643609022556391,0.02
RC.BH23.047,0.00889679715302491,0.1581081081081081,0.13
RC.BH23.048,0.02660550458715596,0.11629629629629629,0.01
RC.BH23.049,0.009316770186335402,0.0475,0.005
RC.BH23.050,0.014789915966386555,0.25732217573221755,0.01
RC.BH23.051,0.01063394683026585,0.2289308176100629,0.01
,0.0625,0.6666666666666666,0.005
RC.BH23.052,0.04,0.1058968058968059,0.005
RC.BH23.053,0.023076923076923075,0.033128834355828224,0.005
RC.BH24.007,0.08333333333333334,0.028749999999999998,0.005
RC.BH24.008,0.125,0.04375,0.005
,0.010429447852760737,0.07142857142857142,0.46
RC.BH24.009,0.075,0.0375,0.01
RC.BH24.010,0.0625,0.1010752688172043,0.005
RC.BH24.011,0.03571428571428572,0.0388235294117647,0.005
RC.BH24.012,0.08333333333333334,0.017475728155339806,0.005
RC.BH24.013,0.12,0.03655913978494624,0.005
RC.BH24.014,0.08333333333333334,0.046534653465346534,0.005
RC.BH24.015,0.125,0.03776223776223776,0.005
RC.BH24.016,0.2,0.059663865546218484,0.005
RC.BH24.017,0.125,0.09649122807017543,0.005
RC.BH24.018,0.1142857142857143,0.09673913043478262,0.005
RC.BH24.019,0.13333333333333333,0.15263157894736842,0.005
RC.BH24.020,0.08888888888888889,0.21505376344086022,0.005
RC.BH24.021,0.1142857142857143,0.15730337078651685,0.005
RC.BH24.022,0.11249999999999999,0.04054054054054054,0.01
RC.BH24.023,0.010679611650485437,0.11830985915492959,0.05
RC.BH24.024,0.01328125,0.04426229508196722,0.06
RC.BH24.025,0.014838709677419355,0.07303921568627451,0.25
,0.25,0.325,0.005
RC.BH24.026,0.28,0.07017543859649122,0.005
RC.BH24.027,0.26,0.1416,0.005
RC.BH24.028,0.15,0.030303030303030304,0.005
RC.BH24.029,0.19999999999999998,0.008333333333333333,0.005
RC.BH24.030,0.22,0.04108527131782946,0.01
RC.BH24.031,0.12,0.04285714285714286,0.005
,0.16,0.07130434782608695,0.005
RC.BH24.032,0.17500000000000002,0.1045045045045045,0.01
RC.BH24.033,0.14,0.03893129770992366,0.005
RC.BH24.034,0.22499999999999998,0.05508474576271186,0.005
RC.BH24.035,0.16,0.06271186440677966,0.005
RC.BH24.036,0.11666666666666668,0.11567164179104478,0.005
RC.BH24.037,0.1285714285714286,0.06428571428571428,0.005
RC.BH24.038,0.16666666666666669,0.045714285714285714,0.005
RC.BH24.039,0.17500000000000002,0.059322033898305086,0.005
RC.BH24.040,0.24285714285714288,0.03770491803278688,0.005
RC.BH24.041,0.17500000000000002,0.04065040650406504,0.005
RC.BH24.042,0.13333333333333333,0.05405405405405406,0.005
RC.BH24.043,0.2,0.03725490196078431,0.005
RC.BH24.044,0.10000000000000002,0.07254901960784314,0.005
RC.BH25.014,0.1142857142857143,0.0696,0.005
RC.BH25.015,0.12941176470588237,0.276510067114094,3.75
RC.BH25.016,0.09555555555555556,2.480769230769231,2.3
,1.0,0.6799999999999999,0.005
RC.BH25.017,0.07647058823529412,1.6385542168674698,2.2
RC.BH25.018,0.10666666666666667,0.08148148148148147,0.02
RC.BH25.019,0.09999999999999999,0.046296296296296294,0.005
RC.BH25.020,0.125,0.03442622950819672,0.005
RC.BH25.021,0.15,0.1028169014084507,0.005
RC.BH25.022,0.13333333333333333,0.038235294117647055,0.005
RC.BH25.023,0.10000000000000002,0.019327731092436972,0.01
,0.13333333333333333,2.3333333333333335,2.47
RC.BH25.024,0.2,0.09829059829059829,0.01
RC.BH25.025,0.125,0.08598130841121494,0.01
RC.BH25.026,0.14,0.14166666666666666,0.01
RC.BH25.027,0.22,0.09009009009009009,0.01
RC.BH25.028,0.14285714285714288,0.05229357798165138,0.01
RC.BH25.029,0.2,0.11833333333333333,0.005
RC.BH25.030,0.33333333333333337,0.14285714285714285,0.005
RC.BH25.031,0.18,0.056910569105691054,0.005
RC.BH25.032,0.3,0.03235294117647059,0.005
RC.BH25.033,0.3666666666666667,0.05268817204301075,0.005
RC.BH25.034,0.19999999999999998,0.044954128440366975,0.005
RC.BH25.035,0.23333333333333336,0.07264957264957266,0.005
RC.BH25.036,0.14285714285714288,0.06018518518518518,0.005
RC.BH26.028,0.056097560975609764,0.12058823529411763,0.02
RC.BH26.029,0.027586206896551727,1.3142857142857143,0.01
RC.BH26.030,0.035820895522388055,1.1958333333333333,0.02
RC.BH26.031,0.0358974358974359,0.6272727272727273,0.05
RC.BH26.032,0.042622950819672135,0.3254901960784314,0.01
RC.BH26.033,0.0248,0.07738095238095238,0.02
RC.BH26.034,0.042028985507246375,0.07,0.02
RC.BH26.035,0.062184873949579826,0.38312757201646086,0.34
RC.BH26.036,0.06269230769230769,0.3452855245683931,9.44
RC.BH26.037,0.019402985074626865,0.5158620689655172,0.61
RC.BH26.038,0.05113636363636363,2.5950413223140494,0.29
,0.020714285714285713,0.508974358974359,0.85
RC.BH26.039,0.020164609053497942,2.304,1.08
,0.25,0.7999999999999999,0.005
RC.BH26.040,0.07391304347826089,0.7090909090909091,0.4
RC.BH26.041,0.0787878787878788,0.982608695652174,0.13
RC.BH26.042,0.11,0.1,0.005
RC.BH27.004,0.08666666666666667,0.7116666666666667,0.01
RC.BH27.005,0.032394366197183104,0.5,0.005
RC.BH27.006,0.019444444444444445,0.3971014492753623,0.005
RC.BH27.007,0.02777777777777778,0.6544117647058824,0.005
RC.BH27.008,0.04960629921259843,0.44931506849315067,0.005
RC.BH27.009,0.040540540540540536,0.4421052631578948,0.005
RC.BH27.010,0.029069767441860465,0.4642857142857143,0.005
RC.BH27.011,0.026760563380281693,0.9400000000000001,0.005
RC.BH27.012,0.03142857142857143,0.3752808988764045,0.005
RC.BH27.013,0.027522935779816512,0.6054545454545455,0.02
RC.BH27.014,0.03618421052631579,32.16867469879518,13.4
RC.BH27.015,0.019801980198019802,8.3,0.31
RC.BH27.016,0.01643835616438356,1.870212765957447,0.02
RC.BH27.017,0.036956521739130443,0.22999999999999998,0.005
RC.BH27.018,0.04461538461538461,1.058904109589041,0.01
RC.BH27.019,0.039655172413793106,1.6600000000000001,0.005
RC.BH27.020,0.02368421052631579,0.4188235294117647,0.005
RC.BH27.021,0.019354838709677417,0.8651162790697675,0.01
RC.BH27.022,0.06190476190476191,0.9959349593495935,0.005
,0.038356164383561646,32.65432098765432,12.85
RC.BH27.023,0.021678321678321677,1.1580246913580245,0.11
RC.BH27.024,0.046969696969696974,0.2853658536585366,0.01
RC.BH27.025,0.13076923076923078,0.1423841059602649,0.01
RC.BH27.026,0.06307692307692307,0.25517241379310346,0.02
RC.BH27.027,0.016923076923076926,0.15960264900662252,0.01
RC.BH27.028,0.09655172413793105,0.08482758620689655,0.01
RC.BH27.029,0.04642857142857143,0.1663716814159292,0.01
RC.BH27.030,0.028205128205128206,0.2670967741935484,0.01
RC.BH27.031,0.048,0.14240506329113925,0.005
RC.BH27.032,0.052083333333333336,0.1595744680851064,0.005
RC.BH27.033,0.03101604278074866,0.6411042944785276,0.01
RC.BH27.034,0.031313131313131314,2.0511363636363638,0.01
RC.BH27.035,0.05555555555555556,0.22608695652173913,0.005
RC.BH27.036,0.05789473684210526,0.23818181818181816,0.005
RC.BH27.037,0.1111111111111111,0.7811965811965812,0.005
RC.BH27.038,0.03513513513513514,0.5797297297297297,0.005
RC.BH27.039,0.036956521739130443,0.7652542372881356,0.005
RC.BH27.040,0.11071428571428572,0.17348484848484846,0.005
RC.BH28.004,0.05714285714285715,0.4833333333333333,0.01
RC.BH28.005,0.012698412698412698,0.5,0.08
RC.BH28.006,0.04324324324324324,1.8243243243243243,0.01
RC.BH28.007,0.2,0.9761904761904762,0.01
RC.BH28.008,0.0419047619047619,1.003125,0.02
RC.BH28.009,0.02127659574468085,0.42195121951219516,0.01
,0.009433962264150943,0.4188888888888889,0.005
RC.BH28.010,0.011258278145695366,0.421978021978022,0.005
,0.125,0.45,0.005
RC.BH28.011,0.01522633744855967,0.5658227848101266,0.07
RC.BH28.012,0.019230769230769232,0.24352331606217617,0.05
RC.BH28.013,0.027058823529411767,0.5038461538461538,0.005
RC.BH28.014,0.014084507042253523,0.3775862068965517,0.01
RC.BH28.015,0.004838709677419355,0.4166666666666667,0.08
RC.BH28.016,0.0074487895716946,0.8157894736842105,0.24
RC.BH28.017,0.004629629629629629,3.607142857142857,0.08
RC.BH28.018,0.005517241379310345,3.806451612903226,0.02
RC.BH28.019,0.02121212121212121,8.901734104046243,0.8
RC.BH28.020,0.02631578947368421,3.6952380952380954,0.18
RC.BH28.021,0.01896551724137931,0.5631868131868132,0.07
RC.BH28.022,0.011329305135951661,1.0342465753424657,0.53
RC.BH28.023,0.019858989424206816,0.13381410256410256,0.62
